nama_rumah_sakit,alamat,telp,text
Klinik Utama Gigi Medikids by MHDC Cibinong,"Cibinong City Center Blok B/12A Pakansari, Cibinong, Kab. Bogor, Jawa Barat",,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS BINA HUSADA CIBINONG,Jl. Mayor Oking No.101. Cibinong,'021-8758441; 87911000021- 8753422,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
BOGOR SENIOR HOSPITAL,Jl. Raya Tajur No.168 Muara Sari. Bogor Selatan,'0251-7556777,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS EMC SENTUL,Jl. Mh.Thamrin Kav.57 Sentul City,'021-29672977/29672990,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
BOGOR DENTAL CENTER CLINIC,Jl. Ks Tubun Ruko 7 No.12. Cibuluh. Bogor Utara,0251-8386178,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RADJAK HOSPITAL CILEUNGSI,Jl. Raya Narogong. Km.16.5 Limus Nunggal. Cileungsi,021-8235052/82491332/82491332,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
AUDY DENTAL BOGOR,JL. PANDU RAYA NO.145 TEGAL GUNDIL,(0251) 8342780,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
SILOAM HOSPITALS BOGOR (Hanya Berlaku Sistem Reimbursement),Jl. Pajajaran No.27. Babakan. Bogor Tengah,'0251-8303900,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSU SENTOSA,Jl. Raya Kemang No.18,'0251-7541900,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS PERMATA JONGGOL,Jl.  Raya Jonggol No.1 A Rt.008 Rw.03. Kel.Sukamanah. Jonggol. Bogor,'021 - 89931222/3,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSUD KOTA BOGOR,Jl.  Dr. Sumeru No. 120 Menteng. Bogor Barat 16111,'0251-8312292,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS ISLAM BOGOR,Jl.  Perdana Raya No.22. Budi Agung - Kedung Badak,'0251 - 8392745 /  8316822 / 7558159,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK INSANI CIBINONG,Jl. Mayor Oking Jaya Atmaja No.58a. Ciriung. Cibinong,'021-8757567,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS HERMINA MEKARSARI,Jl. Raya Cileungsi - Jonggol Km 1,'021-29232525,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS KARYA BHAKTI PRATIWI,Jl.  Raya Dramaga Km. 7. Dramaga. Bogor,'(0251) 8626868,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS MEDIKA DRAMAGA,Jl.  Raya Dramaga Km. 7.3 Margajaya Bogor,'0251- 8308900; 081319310610,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS SENTRA MEDIKA CIBINONG,Jl. Mayor Oking Jaya Atmaja No.9 Cibinong,'021-87909999/80635969/87911212,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS UMMI,Jl. Empang Ii No.2 Bogor Rt.004/002 Bogor Selatan,'0251-8341600,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS MULIA PAJAJARAN,Jl. Raya Pajajaran No.98,0251-8379898 /,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS AZRA,Jl.  Raya Pajajaran. No.219,'0251-8318456,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
MAYAPADA HOSPITAL BOGOR (BMC MAYAPADA),Jl. Pajajaran Indah V/97,0251-8307900/8390435/8346002/83797430251-346002,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSIA ASSALAM,Jl. Raya Bogor Km 46. Nanggewer Mekar. Cibinong,'(021) 8753724,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSIA CITRA INSANI,Jl. Raya Parung No.242. Lebakwangi Pemagarsari. Parung,'0251 -8611507/8617727/611507,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS PMI BOGOR,Jl.  Raya Pajajaran. No.80,0251-8324080-8393030,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS HERMINA BOGOR,Jl. Ring Road-1 Kav.23.25.27 Perum.Taman Yasmin,'0251-8382525,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS CITAMA,Jl. Raya Pabuaran No.52 Bojonggede,'021-87985555,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RB & KLINIK INSANI,Jl. Pahlawan No.73b Desa Karang Asem Timur. Citeureup,'021- 87942723/70247742/87975653,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS TRIMITRA CIBINONG,Jl. Raya Cibinong Km.43,'021-8763055-56021-8765993,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSIA NURAIDA,Jl. Achmad Sobana No.105 Rt.06/Rw.07. Tegal Gundil,'0251 - 8368866,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS FAMILY MEDICAL CENTRE BOGOR,Jl. Raya Bogor Km.51 Cimandala-Sukaraja,'(0251) 8665000 / 8652391,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS RUMAH SEHAT TERPADU DOMPET DHUAFA,"JL. RAYA PARUNG BOGOR KM 42, KEMANG, KAB. BOGOR",0251-8618651|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSU MELANIA,Jl. Raya Pahlawan No.91 Bondongan,'0251- 8321196 / 0251-4506389,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK PRODIA BOGOR,Jl. Jend. Sudirman No.38 B. Bogor 16143,'(0251) 8351612. 8351614,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK PRODIA BOGOR 2,Jl. Raya Pajajaran No.70 F Baranangsiang,'(0251) 8353370,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSIA BUNDA SURYATNI,"JL. KH. SOLEH ISKANDAR NO. 21, CIBADAK, TANAH SAREAL",(0251) 754 3892/7543891|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
EKA HOSPITAL CIBUBUR,"PERUM KOTA WISATA KAV V2 NAGRAK, GUNUNG PUTRI",021-50855555|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS DR. SISMADI,"JL. RAYA NAROGONG KM.20 KAMPUNG RAWAHINGKIK, LISMUNUNGGAL, CILEUNGSI",021-82484065 & 67|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI BOTANI SQUARE,Botani Square LT. DASAR UNIT G NO. 81B,0251-8400801,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI BOXIES 123,"JL. RAYA TAJUR, MALL BOXIES LT.1 NO.11B BOGOR TIMUR",0251-8396960,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI CIBINONG CITY MALL,CIBINONG CITY MALL G-0240,0251-78871048,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI LOKASARI,"Lippo Plaza Ekalokasari Lt. Dasar No.G-36, Jl. Siliwangi, Sukasari - Bogor",0251-8362923,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI METROPOLITAN CILEUNGSI,"METROPOLITAN CILEUNGSI GF NO.32-33, Jl. Taman Metro Raya, Cileungsi, Bogor",0251-29099633,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI TRANSMART BOGOR,TRANSMART YASMIN GF - 16,0251-7595197,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI AEON MALL SENTUL CITY,"AEON MALL SENTUL CITY GF-657, JL. MH.THAMRIN, BABAKAN, MADANG",021-87966340|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS BOGOR INDAH PLAZA,"LANTAI 1 BLOK I-2 JL.  RAYA BARU, BOGOR",(0251) 8382036|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS PLASA EKALOKASARI,GROUND FLOOR UNIT G-17 JL.  RAYA PAJAJARAN,(0251) 8362927|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS BOTANI SQUARE,"LT. DASAR NO. GF-37 JL.  RAYA PAJAJARAN BARANANGSIANG, BOGOR",(0251) 8400711|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS CIBINONG CITY MALL,"GROUND FLOOR NO. B-3A JL.  TEGAR BERIMAN NO. 1 CIBINONG, BOGOR",(021) 29860156|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SATURDAYS CIBINONG CITY MALL,"CIBINONG CITY MALL, UPER GROUND FLOOR (UGF B5), JL.TEGAR BERIMAN NO. 1, PAKANSARI, KEC. CIBINONG, KABUPATEN BOGOR, JAWA BARAT",0877-4950-2547,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS OWNDAYS LIVING WORLD KOTA WISATA,"LT 1 NO. 1-43B JL BOULEVARD KOTA WISATA, CIANGSANA, GN PUTRI, BOGOR, JAWA BARAT",021-50201427,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS LIVING WORLD KOTA WISATA,"LT 1 NO. 1-43 JL BOULEVARD KOTA WISATA, CIANGSANA, GN PUTRI, BOGOR, JAWA BARAT",021-50110235,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK INTERNASIONAL BOGOR 2,JL. SURYA KENCANA NO.207 BOGOR,0251-8376984,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK INTERNASIONAL BOGOR 3,JL. PAHLAWAN RUKO NO.35 H.BONDONGAN BOGOR,0251-8361185,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK INTERNASIONAL BOGOR 1,EKALOKASARI PLAZA JL. SILIWANGI NO.123 LT.1 KIOS NO.1 BOGOR,0251-8376984,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSKIA SAWOJAJAR,"JL. SAWOJAJAR NO.9, RT.01/RW.04, PABATON, KEC. BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",0251-8324371|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KASOEM VISION CARE KLINIK AFIAT RS PMI BOGOR,JL. RAYA PAJAJARAN NO.80,0251-83635551|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KASOEM VISION CARE CIBINONG CITY MALL,LOWER GROUND FLOOR NO 44 - 45. JL TEGAR BERIMAN NO 1 CIBINONG,021-29860057|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI RUKO KOTA WISATA CIBUBUR,"RUKO MADISON SQUARE BLOK SHC 1 NO.10 PERUMAHAN, JL. KOTA WISATA, CIANGSANA, KEC. GN. PUTRI",021-84942246/081574580879|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SEIS AEON MALL SENTUL CITY,"GROUND FLOOR UNIT G-51, JL. MH. THAMRIN, CITARINGGUL, KEC. BABAKAN MADANG",021-87965151|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
LAB. KLINIK KIMIA FARMA BOGOR,"JL. IR. H. JUANDA NO. 30, BOGOR",0251-8319030/8363473||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK DR ABDUL RADJAK CIPAYUNG,"JL. RAYA PUNCAK CIPAYUNG, KM.75 CIPAYUNG, MEGAMENDUNG",0251-8256172|-|-,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK DR ABDUL RADJAK BOGOR (D/H KLINIK NADYA MH THAMRIN),"JL. KH ABDULLAH BIN NUH RT.005/ RW.01 SINDANG BARANG, BUBULAK",0251-8624629||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
LAB KLINIK CITO BOGOR,JL. PAJAJARAN NO.145-146 BANTARJATI BOGOR UTARA,0251-8352633||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
FDC DENTAL CLINIC (BOGOR),"JL. ACHMAD ADNAWIJAYA ST NO.40, TEGAL GUNDIL, BOGOR UTARA",0251-8572849||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RB & KLINIK BUNDA MULYA (H.UPEN),"JL. SUMANTRI NO.11 MEKAR MULYA, PARUNG PANJANG",021-5978058|-|-,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS. GRAHA MEDIKA BOGOR,JL. KH. ABDULLAH BIN NUH. NO.2 CILENDEK BARAT,0251-8367170|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. 0007 - JUANDA,Jl. Ir. H. Juanda No. 30,0251-8363473|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. CILENDEK,"Jl. Brigjen Saptadji Hadiprawira No. 20 RT 04/10, Ciledek Barat",0251-7546467|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. YA RAHMAH,"Jl. Raya Parung-Gunung Sindur No. 24, Kel. Pemagarsari",0251-8610195|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. 0110 - KEBON PEDES,"Jl. Kebon Pedes No. 45, Pdes Tanah Sereal",0251-8335904/5|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. GUNUNG PUTRI,"Ruko Putri Indah, Jl. Raya Gunung Putri, Tlajung Udik",021-86865030|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK KF. CILEUNGSI,Jl. Raya Alternatif Cibubur-Cileungsi No. 1B RT 01/04,021-82493448|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSAU DR. M. HASSAN TOTO LANUD ATANG SENDJAJA,"JL. SARIJO NO.1 KEL.ATANG SENDJAJA, KEC.KEMANG, KAB.BOGOR",0251-7533913|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS ISLAM AYSHA CIBINONG,"PERUM ACROPOLIS, RT/RW 06/18, KARADENAN. KEC. CIBINONG",0251-8663689|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RSUD CIBINONG,JL. KSR DADI KUSMAYADI NO.27 CIBINONG,021-8753487||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
SILOAM CLINIC BOGOR BARAT,"JL. KH. ABDULLAH BIN M NUH RT.04/RW.01 SINDANG BARAT, BOGOR BARAT",0251-8473213||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
SILOAM CLINIC BOGOR SELATAN,"JL. PAHLAWAN NO 77 A RT.02/RW.06 EMPANG, BOGOR SELATAN",0251-8365261||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK TUNGGAL CIBINONG CITY MALL (CCM),"JL.TEGAR BERIMAN NO.1 KP.CURUG RT.05/RW.12, KEL.PAKAMSARI KEC.CIBINONG-KABUPATEN BOGOR.16914",021-298 60163||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK TUNGGAL BOTANI SQUARE BOGOR ( BSB ),"JL. RAYA PADJAJARAN, BOGOR",0251-8400 829||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK TUNGGAL MALL METROPOLITAN CILEUNGSI ( MCI ),"JL.METRO RAYA, PERUMAHAN METLAND TRANSYOGI CILEUNGSI",021-2921 2060||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK DEWA MEDIKA BOGOR,"JL. PANGERAN SOGIRI, RUKO HOLLYWOOD SQUARE, BLOK D NO. 17, RT.001/001, BOGOR UTARA",0251-7507813|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKA I CIAWI,"Jl. Raya Wangun No. 363 Ciawi , Bogor",0251-8240379/081262195675,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK GALUH,"Jl. Raya Galuga No. 32 RT.12/RW. 04Cempalang, Bogor",0251-8640318/081213783765,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK PAJAJARAN RAYA,"Jl. Pajajaran Raya No.41 , Bogor (PAJAJARAN RAYA)",0251-8362359/081285840241,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKA GALAXY (PUSAT),"Jl. Raya Tajur No.59 A,Bogor (Ruko Galaxy Blok A1)",0251 8338693/081285904837,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK SUNARDI 1 /VETERAN,"Jl. Veteran No. 48 C ,Bogor",0251-8324460/081214015850,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK CITRA CIOMAS,"Jl. Raya Ciomas No. 2 , Bogor",0251-8639085/081214060296,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKASARI CILANGKAP,"Jl. Raya Bogor KM. 40 No. 85 B,Cibinong , Bogor",021-87911502/081222101622,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK CITRA CILENDEK,"Jl. Brigjen Saptaji No. 26 Rt 01 Rw 09 Cilendek Barat , Bogor Barat",0251-7534326/081214060294,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK CITRA POMAD,"Jl. Raya Cibuluh Simpang Pomad No. 236 , Bogor",0251-8659645/081219771625,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK PRIMA MEDIKA CIMANDALA,"Jl. Raya Jakarta - Bogor KM. 50 No. 4 , Cibinong , Bogor",021-8662920/081238604187,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDISTA WR JAMBU,"Ruko Warung Jambu Blok A-2 Bantarjati , Bogor",0251-8385976/081278137881,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK SUNARDI 2,"Jl. Raya Pancasan Tonggoh No. 6 Ciapus, Bogor",0251-8345611/081327910005,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKA BILABONG,"Jl. Raya Parung Kemang RT. 002 RW. 008, Kemang, Bogor",0251-7544632/081327909802,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK AMANAH CIBANTENG,"Jl. Raya Cibanteng Babengket No. 78 A Ciampea, Bogor",0251-8620880/081377836404,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKA DRAMAGA,"Jl. Raya Leuwiliang (Depan IPB) Babagan Dramaga, Bogor",0251-8626690/081285904638,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK SUDIRMAN,"Jl. Raya Sudirman No. 38 D , Bogor",0251-8314940/081214060534,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK CIMAHPAR,"Jl. Tumenggung Wiradieredja RT. 01 RW. 08 Cimahpar, Bogor",(0251) 7563171/081285904918,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK MEDIKA LEUWILIANG,"Jl. Raya Leuwiliang No. 79 , Bogor",0251-8641056/081214015851,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
KLINIK AUDY DENTAL BOGOR BARU,JL. BARU SHOLEH ISKANDAR NO. 18 B BOGOR,0251-8435869|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK SATURDAYS BOTANI SQUARE BOGOR,"BOTANI SQUARE BOGOR, GF-48, JL. RAYA PAJAJARAN NO. 40, TUGU KUJANG, KEC. BOGOR TENGAH, KOTA BOGOR",0877-4955-2544,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
RS HERMINA CIAWI,"Jl. Raya Puncak - Cianjur No. 55, Gadog, Megamendung, Bogor - Jawa Barat 16770",,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI JENDRAL SUDIRMAN BOGOR,"JL. JENDRAL SUDIRMAN NO. 16 KEL. SEMPUR, KEC. BOGOR TENGAH, KOTA BOGOR, PROVINSI JAWA BARAT",0815-1960-4881,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI LIVING WORLD KOTA WISATA CIBUBUR,"LT.1 UNIT 1-45, JL. BOULEVARD KOTA WISATA, KEL. CIANGSANA, KEC. GUNUNG PUTRI, KAB. BOGOR, PROVINSI JAWA BARAT",0815-1416-6732,Admedika Corporate | Provinsi: JAWA BARAT | Kota: BOGOR
OPTIK MELAWAI MUWARDI CIANJUR,"JL. DR MUWARDI, RT.15/RW.05 KEL. MUKA, KEC. CIANJUR, KAB. CIANJUR, JAWA BARAT",,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIANJUR
KLINIK KF. 0317 - BY PASS,"JL. DR. MUARDI NO.150E, BOJONGHERANG, CIANJUR",0263-262867|,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIANJUR
LAB. KF CIANJUR,"JL. KH. ABDULLAH BINUH RUKO BLK UNIT F, CIANJUR",082117570760||,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIANJUR
KLINIK GRAHA MEDIS CIKAMPEK,Jl.  Achmad Yani No. 51,'0264-310101,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKAMPEK
KLINIK PURI ASIH CIKAMPEK,Jl. Stasiun No.2 Cikampek Kota,'0264-303558 / 089510161095,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKAMPEK
RS SARASWATI,Jl.  Jend. A.Yani. No.92. Dawuan.  Cikampek-Karawang,'0264-311531/316101/ 311514/ 3115270264-316391,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKAMPEK
OPTIK INTERNASIONAL CIKAMPEK 1,CIKAMPEK MALL JL. A.YANI LT.DASAR BLOK C 156,0264-304649,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKAMPEK
RS HOSANA MEDICA LIPPO,Jl.  Utama Biie No 01 Lippo Cikarang,'021-8972472,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS BUDI ASIH CIKARANG,Jl.  Raya Serang - Cibarusah Rt 01/ Rw 01 Serang Kec.Cikarang Selatan.Bekasi,'021 - 89677795,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
METRO HOSPITALS CIKARANG,Jl. Anggrek I B2/2 Rt.01/11 Ds. Mekarmukti - Cikarang Utara,'(021) 89835417 / 89831626 / 89835418 / 89835223,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS MITRA KELUARGA CIKARANG,Jl. Industri Raya. No.100 Lemah Abang. Cikarang,'021-89840500/89840900,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS MEDIROSSA 2,Jl. Raya Cibarusah Desa Sindangmulya Kec. Cibarusah Bekasi,'021-89955555,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS AMANDA CIKARANG SELATAN,Jl. Raya Serang No.83 Cikarang Selatan,'021-8971643 / 021-89110011,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS SENTRA MEDIKA CIKARANG,Jl. Raya Industri Pasir Gombong Jababeka,021 8904160-64,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK HARAPAN SEHAT II,Ruko Telaga Harapan Blok F No.16. Perumahan Telaga Harapan. Cikarang Barat,'021-8904519-,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK PUTRA MEDIKA 2,Jl. Raya Cikarang Cibarusah Km. 28 Rt. 012/006 Desa Ciantra Kec. Cikarang Selatan,'(021)8971612,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS. EMC CIKARANG,Oasis Kav.1 Jl. Raya Cibarusah Kel. Sukaresmi. Kec. Cikarang Selatan,'(021) 2977 9999,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
SILOAM HOSPITALS LIPPO CIKARANG (Hanya Berlaku Sistem Reimbursement),Jl.  Mh. Thamrin. Kav.105. Lippo Cikarang,'021- 29636900,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK PUTRA MEDIKA 3,Jl.  Perum Kota Serang Baru. Kp. Gebang Ds. Sukaragam Kec. Serang Baru. Bekasi,'(021) 89950333,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK 24 JAM & RB. PERMATA BUNDA CIKARANG,Ruko Grama Niaga H2 No. 15/15a. Karang Asih - Cikarang Utara,'021 - 2928 2165. 021 - 2928 2166,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RSIA GIZAR,Jl. Vila Mutiara Cikarang. Ruko Pasadena Blok Ra No. 3. 5. 6 Ciantra. Cikarang Selatan,'021-89677240 / 89677204,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS BHAKTI HUSADA,Jl. Re. Martadinata,'021-8900530/1021-890 0531,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS ANNISA CIKARANG,Jl. Raya Cikarang Baru. No.31. Lemah Abang. Cikarang Utara,'021-8904165/89113584-85/8901962/8904503/8904503,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RSIA NURUL ANNISA,Jl.  Raya Cikarang Cibarusa No 88 Ds. Sukaresmi Cikarang Selatan. Bekasi,'021-8974854/55 / 8971122,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RB & KLINIK ANNISA IV,Jl.  Raya Cibarusah No.63 Serang Baru,'021-89954434,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RB & KLINIK PUTRA MEDIKA,Jl. N. Perum Vila Mutiara. Kampung Kukun Cikarang No.115 Rt.012/06 Ds.Ciantar,'021-89677215; 02189677628,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK SUMBER WARAS,Jl.  Raya Cibarusah. Kampung Cijambe. Sukadami. Cikarang Selatan,'021-8970524,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS MEDIROSSA,Jl. Industri Tegal Gede -  Cikarang Selatan,'021-89833216,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK KASIH ANUGERAH (D/H HOSANA MEDIKA CIBARUSAH,Jl. Raya Serang-Cibarusah Kp.Bunisari Rt.07/04 Ds.Sukaragam Serang Baru,'021-89952612 / 89952605,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK CIKARANG MEDIKA JAYA,Jl. Yos Sudarso No.27,'021-8900129 / 89110303,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
KLINIK SAPTA MITRA CIKARANG,Ruko Cikarang Central City. Blok H 29-30 Kel.Ciantra Kec.Cikarang Selatan Kab.Bekasi,'021-8975369,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
RS ASRI MEDIKA,Jl. Citanduy Raya Blok L Ii No.1 Cikarang Utara,'021-89142968. 89142969-,Admedika Corporate | Provinsi: JAWA BARAT | Kota: CIKARANG
