nama_rumah_sakit,alamat,telp,text
KLINIK KF.0042 - BLOK M,JL. SULTAN HASANUDIN NO. 1,021-7220292,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK
HEMODIALISIS RENAMEDIKA","JL. RADIO DALAM RAYA NO.10 GANDARIA UTARA, KEBAYORAN BARU",021-27516516,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SASANA HUSADA,JL. KYAI MAJA NO.19 BLOK C 1 KEBAYORAN BARU,021-7222410,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK MYDENTS DENTAL CARE
BINTARO PERMAI","RUKO GRAND CENTRO BLOK A5 (APOTEK K-24 LANTAI 2) JL.
BINTARO PERMAI RAYA, PESANGGRAHAN, JAKARTA SELATAN",0815-8553-2058,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.0055 - OSHCS,JL. KEBAYORAN LAMA NO. 50 A,021-2561521,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK AKATARA,"SOUTH QUARTER - DOME LG 32B-33 JL. R.A.KARTINI KAV.8 CILANDAK BARAT, CILANDAK",08118885836,JAKARTA SELATAN | rawat jalan | Sompo
SILOAM HOSPITALS MAMPANG,"JL. MAMPANG PRAPATAN XVI NO.22 DUREN TIGA, PANCORAN",021-50102911,JAKARTA SELATAN | rawat inap | rawat jalan | Sompo
KLINIK DIANA DENTAL CARE,"JL. WIJAYA I NO.65 RT.009/RW.01 PETOGOGAN, KEBAYORAN BARU",021-7211207,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA MESEM DENTAL,"JL. CIKAJANG NO.12 RT.006/RW.006 PETOGOGAN, KEBAYORAN BARU",08118506161,JAKARTA SELATAN | rawat jalan | Sompo
LABKLIN KF RADIO DALAM,"JL. BRI RADIO DALAM NO.24, RW.1, GANDARIA UTARA, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS
IBUKOTA JAKARTA",0896-7890-9095,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK AVENUE 8 DENTAL CARE
(DHARMAWANGSA)","DHARMAWANGSA SQUARE LANTAI BASEMENT & DASAR NO.16-17 JL. DHARMAWANGSA
VI, KEBAYORAN BARU, JAKARTA SELATAN",021-72787340,JAKARTA SELATAN | rawat jalan | Sompo
ADORA DENTAL SPECIALIST CLINIC,JL. TEBET RAYA NO.82 F TEBET TIMUR,0812-11810135,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK GIGI OCEAN DENTAL TEBET,"JL TEBET RAYA NO 57, TEBET TIMUR",0812-8209-5868,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.INHOUSE PLAZA DANAMON,"MENARA DANAMON LANTAI 22, JL. HAJI R. RASUNA SAID BLOK C NO.22",021-22958129,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PONDOK GIGI,"JL. P.ANTASARI NO.20B CIPETE SELATAN, CILANDAK",0812-3206-6161,JAKARTA SELATAN | rawat jalan | Sompo
KIDDOZZ DENTAL CARE,JL. ASEM BARIS RAYA NO. 1,021-8295686,JAKARTA SELATAN | rawat jalan | Sompo
ARIESTA DENTAL CARE,"GEDUNG KEMANG 10 LT. 1 UNIT 1C, JALAN KEMANG RAYA NO.
10A, BANGKA, MAMPANG PRAPATAN,",0811-991-9928,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK CAKRA MEDIKA PASAR MINGGU,"JL. TB SIMATUPANG NO.KAV. 89G, LT 1 RT.10/RW.2, KEBAGUSAN, KEC. PS. MINGGU, KOTA
JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",021-27806301,JAKARTA SELATAN | rawat jalan | Sompo
JAKARTA SMILE FAMILY DENTAL,"PLAZA SEMANGGI LANTAI 1
JALAN JEND SUDIRMAN KAV.50, KEL KARET SEMANGGI KEC SETIABUDI JAKARTA SELATAN",021-29054478,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK IEYE LOTTE SHOPPING AVENUE,"LOTTE SHOPPING AVENUE LANTAI 1 NO 21. JL. PROF. DR.
SATRIO NO.3 KUNINGAN, KARET KUNINGAN, JAKARTA",021-29889137,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK IEYE LIPPO MALL KEMANG,"LIPPO MALL KEMANG LANTAI UG
NO 29, JL. KEMANG RAYA NO.36, RW.5, MAMPANG PRPT.",021-29528359,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.0055 - CIDODOL,JL. KEBAYORAN LAMA NO. 34K,021-7203563,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.0152 - PASAR MINGGU,JL. RAYA PASAR MINGGU KM 19 NO. 3 E-F,021-7943222,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.0535 - CIPUTAT RAYA,JL. CIPUTAT RAYA NO 2B,021-7650620,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KF.KAHFI 1,"JL. M. KAHFI 1, RT.5/RW.1",021-27804718,JAKARTA SELATAN | rawat jalan | Sompo
"TOOTHS KINGDOM DENTAL CARE
CIPETE","JL. CIPETE RAYA NO 27C, RT 008
/RW 004, CIPETE SELATAN, KEC. CILANDAK",0877-7077-6045,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK AMPERA 20,"JL. AMPERA RAYA NO.18-20, RT.12/RW.2, CILANDAK TIM., KEC. PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS
IBUKOTA JAKARTA 12560",021-7828871/ 7816945,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK MELAWAI ASHTA DISTRICT 8,"JL. JEND.SUDIRMAN  KAV.52-53 RT.008/RW.003, KEL. SENAYAN, KEC. KEBAYORAN BARU","021-50111165, 0855-1826-478",JAKARTA SELATAN | rawat jalan | Sompo
 , ,,Sompo
APOTEK KF 47 OSHCS,JL. RADIO DALAM RAYA NO.1,85283075047,JAKARTA SELATAN | rawat jalan | Sompo
APOTEK KF WARUNG BUNCIT,"JL. WARUNG BUNCIT RAYA NO. 502 RT 10/ RW 05 KALIBATA, PANCORAN",81808153600,JAKARTA SELATAN | rawat jalan | Sompo
APOTEK KF KAHFI I,JL. MOH. KAHFI 1 KAV 245/A RT 5 RW 1,87877241629,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PRATAMA ATMA JAYA SEMANGGI,"JL. JENDERAL SUDIRMAN NO. 51 RT.5/RW.4, KARET SEMANGGI, KEC. SETIABUDI",021-5703306,JAKARTA SELATAN | rawat jalan | Sompo
"THE AESTHETICS DENTAL & SKIN
CLINIC","JL. SAMALI NO. 57, PEJATEN BARAT, PASAR MINGGU",021-7991651,JAKARTA SELATAN | rawat jalan | Sompo
"FUNCTIONAL
PREHAB LANGSAT","JL. LANGSAT III NO. 7, KEL.
KRAMAT PELA, KEC. KEBAYORAN LAMA",0812-8168-5006,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK TAWA STUDIO,"JL. KARTIKA UTAMA BB 06 RT.012/RW.016 PONDOK PINANG, KEBAYORAN LAMA",82252227782,JAKARTA SELATAN | rawat jalan | Sompo
AIRIS DENTAL CLINIC,"JL. TEBET RAYA NO.98 RT.01/RW.03, TEBET TIMUR, TEBET",021-83703837 / 0811-804-8088,JAKARTA SELATAN | rawat jalan | Sompo
PRIVE DENTAL AND MEDICAL TEAM,"JL. KARTINI NO. 1 LEBAK BULUS, CILANDAK POINS SQUARE MALL & APARTMENT",021-22768725,JAKARTA SELATAN | rawat jalan | Sompo
YABES DENTAL CLINIC,BELLAGIO MALL KAV. E.4.3 LT OUG.02  JL.MEGA KUNINGAN BARAT RT 005/02,021-30066701,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SEHAT BAHAGIA,"JL. PANCORAN TIMUR RAYA NO.47 RT.006/005, PENGADEGAN, PANCORAN",021-7991331,JAKARTA SELATAN | rawat jalan | Sompo
HEARTOLOGY HOSPITAL,"JL. BIRAH III NO.4, KEL. RAWA BARAT, KEC. KEBAYORAN BARU, LAPANGAN BLOK S, JAKARTA SELATAN, DKI JAKARTA",021-50959955,JAKARTA SELATAN | rawat inap | rawat jalan | Sompo
"RSGM FKG UNIV PROF DR
MOESTOPO (BERAGAMA)","JL. BINTARO PERMAI RAYA NO.3, RT/RW 06/01 KEL. BINTARO, KEC. PESANGGRAHAN",021-73885251 EXT 407,JAKARTA SELATAN | rawat inap | rawat jalan | Sompo
 , ,,Sompo
KLINIK UTAMA RATA,"RUKAN PERMATA SENAYAN, JL. TENTARA PELAJAR, GROGOL UTARA, KEBAYORAN LAMA",0813-8330-1920,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK ROYAL SMILE DENTAL,"JL. KEMANG RAYA NO.95 E RT.01/RW.02, KEL.BANGKA, KEC.MAMPANG PRAPATAN",021-71794847,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SEIS PONDOK INDAH MALL 3,"JL. METRO PONDOK INDAH KAV.IV/TA PONDOK INDAH, LT. 2 NO. 226",021-27814172,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA GET DENTIST,"JL. GANDARIA TENGAH II NO 5 RT 12 RW 01 KRAMAT PELA,
KEBAYORAN BARU",021-27084083,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PRATAMA PHYSIOACTIVE,"LANTAI 2, LOT 1 C
DARMAWANGSA SQUARE, JL. DARMAWANGSA VI, KBY BARU",0811-8897-970,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PRATAMA ARITAUM MEDICAL,JL. SULTAN ISKANDAR MUDA NO. 60 RT/RW 003/002,021-7253458,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SEIS ASTHA DISTRICT 8,"UG-27 JL. JEND SUDIRMAN KAV, 52-53, SCBD LOT.28, KEBAYORAN BARU",021-50111162,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK TARS DENTAL CARE,"JL. GUNTUR NO. 22 RT. 08 RW. 01 KEL. GUNTUR, KEC. SETIABUDI",021-82850736,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SEIS AEON TANJUNG BARAT,"AEON TANJUNG BARAT, FIRST FLOOR UNIT 1-10 JL. TANJUNG BARAT RAYA NO.163 JAGAKARSA",021-50942678,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SEIS OWNDAYS PIM 3,"JL. METRO PONDOK INDAH KAV.IV/TA PONDOK INDAH, UNIT 226",021-27813708,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SIBROH MALISI,"JL. WARUNG SILAH NO. 11 RT.6/RW.4, CIGANJUR,
JAGAKARSA",021-78886333,JAKARTA SELATAN | rawat jalan | Sompo
 , ,,Sompo
KLINIK PRATAMA JASAMEDIKA,"JL. RANCHO INDAH NO 25 A RT
002/RW 002, TANJUNG BARAT, JAGAKARSA",021-22787455,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SATURDAYS PONDOK INDAH MALL 2,"PONDOK INDAH MALL 2 LANTAI 3 NO. 330, JL. METRO PONDOK
INDAH KAV. IV, RT.1/RW.16, PD. PINANG, KEBAYORAN LAMA",0812-8219-1948,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK TUNGGAL ZEISS VISION PIM 3,"JL. METRO PONDOK INDAH KAV IV/TA LANTAI NO.119 PONDOK
INDAH",8119038342,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK MELAWAI PONDOK INDAH MALL 3,"LT 2 UNIT 218 - JLN KARTIKA
UTAMA NO. 1 PD PINANG, KEC. KEBAYORAN LAMA",0815-7313-8450,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PROMEC PONDOK INDAH,JL. ISKANDAR MUDA 9-D KEL. KEBAYORAN LAMA UTARA KEC. KEBAYORAN LAMA,021-27084756,JAKARTA SELATAN | rawat jalan | Sompo
FRIENDLY DENTAL CARE TEBET,"TEBET RAYA NO. 27 A, KEL. TEBET TIMUR, TEBET",0816-1989-191,JAKARTA SELATAN | rawat jalan | Sompo
MELATI DENTAL CLINIC,"WISMA 46 KOTA BNI, LT.3 SUITE 3.02, JL. JEND SUDIRMAN KAV 1",021-5702526,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SATURDAYS LIPPO KEMANG VILLAGE,"LIPPO MALL KEMANG VILLAGE UNIT NO.31, UPPER GROUND. JL. PANGERAN ANTASARI NO.36, BANGKA",0878-4955-2500,JAKARTA SELATAN | rawat jalan | Sompo
BIOMEDILAB SUDIRMAN,MAYAPADA TOWER I LT. BASEMENT 1 JL. JEND. SUDIRMAN KAV. 28,021-5212252 / 5212055,JAKARTA SELATAN | rawat jalan | Sompo
SENOPATI DENTAL HOUSE,"JL. SURYO NO 46, KBY BARU, JAKARTA SELATAN",0812-3000-2046,JAKARTA SELATAN | rawat jalan | Sompo
D KEMANG DENTAL CLINIC,"JL. KEMANG RAYA NO.49 B,
RT.6/RW.2, BANGKA, KEC. MAMPANG PRPT",021-22720744,JAKARTA SELATAN | rawat jalan | Sompo
"PRAKTEK DOKTER JASAMEDIKA
GEDUNG WISMA MULIA 2","GEDUNG WISMA MULIA 2, JL.
JENDERAL GATOT SUBROTO NO. 42",021-22787455/085726777068,JAKARTA SELATAN | rawat jalan | Sompo
SIAPDOK,"MENARA CENTENNIAL, LANTAI 29, KAV. 24-25 UNIT D-E, JL.
JENDERAL GATOT SUBROTO NO.27 RT/RW.002/002, KEL. KARET SEMANGGI, KEC. SETIABUDI",0856-9265-7507,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA YASMINE,"JL. MOCH KHAFI I NO. 9A RT 007 RW 001 KEL. CIPEDAK KEC.
JAGAKARSA",021-72738012,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SATURDAYS ASHTA DISTRICT 8,"UNIT 1F-20, 1ST FL. ASHTA
DISTRICT 8, DISTRICT 8, SCBD LOT 28, JL. JEND. SUDIRMAN KAV 52-53, RT.8/RW.3, KEC. KBY. BARU",0877-4955-2504,JAKARTA SELATAN | rawat jalan | Sompo
GUNAWARMAN MEDICAL CENTER,"JL. DAKSA 3 NO.14 RT 04/02 SELONG, KEBAYORAN BARU",0811-1855-997,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA HASYIM,"JL. TEBET BARAT DALAM RAYA NO. 36 C, RT/RW 14/03",0877-8562-3536,JAKARTA SELATAN | rawat jalan | Sompo
BUMAME POS SAMPLE SCBD,JL. JEND SUDIRMAN KAV 52-53 LOT 22 SENAYAN,0821-3255-0505,JAKARTA SELATAN | rawat jalan | Sompo
MYLAB TEBET,"JL. TEBET TIMUR RAYA NOMOR 58 RT 013.RW 009, KEL. TEBET TIMUR. KEC. TEBET",0815-1005-8888,JAKARTA SELATAN | rawat jalan | Sompo
MYLAB CILANDAK,"JL. MARGASATWA BARAT. KAMPUNG KANDANG. RT 006 RW
006. KELURAHAN JAGAKARSA. KECAMATAN JAGAKARSA.
JAKARTA SELATAN,
DESA/KELURAHAN JAGAKARSA, KEC. JAGAKARSA",0815-1005-8888,JAKARTA SELATAN | rawat jalan | Sompo
MYLAB KEMANG RAYA,"JL. KEMANG RAYA NO.130D RT 003 RW 002, KEL. BANGKA, KEC. MAMPANG PRAPATAN",0815-1005-8888,JAKARTA SELATAN | rawat jalan | Sompo
MYLAB PONDOK INDAH,JL. BUKIT HIJAU 1/5A PONDOK PINANG KEBAYORAN LAMA,0815-1005-8888,JAKARTA SELATAN | rawat jalan | Sompo
MYLAB RADIO DALAM,"JL. RADIO DALAM RAYA NO. 24, RT 002 RW 015, KEL. GANDARIA UTARA. KEC. KEBAYORAN BARU",0815-1005-8888,JAKARTA SELATAN | rawat jalan | Sompo
DENTOLOGIA MEDICOESTHETIC CLINIC (DMC),"JL. BENDA NO.46A, RT 006 / RW 004, CILANDAK TIMUR, PASAR MINGGU",0821-2226-8600,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA MALABAR 21 DENTAL,"JL. MALABAR NO.21 , GUNTUR, SETIABUDI",0819-1888-2121,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK VIUUM EYEWEAR PIM 2,"PONDOK INDAH MALL 2 LT 1, UNIT 107, JL METRO PONDOK INDAH NO 1, PONDOK PINANG",0851-5755-1735,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA JP WELLNESS CENTER,"JL. H. ABDUL MAJID NO.45 KEL. CIPETE UTARA, KEC.
KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN",0819-9201120,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK GRAHA MOCHTAR
WIJAYAKUSUMA","JL. ADIAKSA RAYA BLOK L NO 12 A, CILANDAK, LEBAK BULUS",021-7655038 / 7690561,JAKARTA SELATAN | rawat jalan | Sompo
ADORE DENTAL CLINIC,"AHMAD DAHLAN NO. 28, KRAMAT PELA, KEBAYORAN BARU",021-27096767,JAKARTA SELATAN | rawat jalan | Sompo
"HELIX KLINIK &
LABORATORIUM CAB. TEBET","JL. TEBET TIMUR RAYA NO.57, RW.10, TEBET TIM., KEC. TEBET",0811-9736-268,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK UTAMA
NIBELTH MEDICAL CENTRE","JL. SULTAN ISKANDAR MUDA NO.99K, KEB. LAMA",021-7245939,JAKARTA SELATAN | rawat jalan | Sompo
CHEERFUL DENTAL CLINIC,"JL. TAMAN DUTA I - KAV 15-16 -
PONDOK INDAH PLAZA 1 RT 04/RW.14 PONDOK PINANG",0811-8214-545,JAKARTA SELATAN | rawat jalan | Sompo
SMILE LINE DENTAL CLINIC,"KOMP. PERTOKOAN BUKIT HIJAU (THB 34), JL. GEDUNG HIJAU
RAYA NO. 8 RT 001, RW 013 PONDOK PINANG, KEC. KEBAYORAN LAMA",021-27813006 / 27812230,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK NATURA
DENTICA DENTAL STUDIO","JL. KEBAYORAN LAMA RAYA NO. 9 E RT/RW 006/001 KEL. GROGOL
UTARA, KEC. KEBAYORAN LAMA",0818-223-499,JAKARTA SELATAN | rawat jalan | Sompo
SMILE CONCEPT DENTAL CLINIC,"JL. BENDA NOMOR 5 RT. 005 RW 004, CILANDAK TIMUR",0811-1577-137,JAKARTA SELATAN | rawat jalan | Sompo
"BUMAME POS
SAMPLE - PONDOK INDAH","JL. METRO PONDOK INDAH BLOK
III-B, PONDOK PINANG, KEBAYORAN LAMA",0812-8200-8403,JAKARTA SELATAN | rawat jalan | Sompo
BUMAME POS SAMPLE - TB SIMATUPANG,"JL. TB SIMATUPANG NO 33, RT 1/RW 8, JATI PADANG",0851-5714-9898,JAKARTA SELATAN | rawat jalan | Sompo
SPESIALIS DENTAL CARE,"KOMPLEK APARTEMEN RASUNA, RASUNA OFFICE PARK, LANTAI DASAR UNIT CO - 01, PODIUM
UTARA. JL H.R. RASUNA SAID. KEL. MENTENG ATAS,",0812-8385-0808,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KOSAMBI MATERNAL & CHILDREN HAJI NAWI,JL. HAJI NAWI RAYA NO. 49C CILANDAK,021-53134508,JAKARTA SELATAN | rawat jalan | Sompo
"LAB GENOMIK SOLIDARITAS
INDONESIA (GSI)","JL. SULTAN AGUNG NO.29, RT.1/RW.1, GUNTUR, KECAMATAN SETIABUDI",021-39505699,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SATURDAYS AEON TANJUNG BARAT,"UNIT 1-27, 1ST FLOOR, AEON TANJUNG BARAT, JL. RAYA TJ. BARAT NO.163, RT.12/RW.4, WEST TANJUNG, JAGAKARSA",0877-4955-2502,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK SPEEDLAB
INDONESIA KEMANG","JL. KEMANG RAYA NO. 81 A, BANGKA, MAMPANG PRAPATAN",021-2271-7678,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PRATAMA AZIZ DENTAL CLINIC (ADC),"GEDUNG GRAHA AZIZ, JL. KH. ABDULLAH SYAFEI NO.12A, RT.12
RW.09, BUKIT DURI, TEBET",021-8352255,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SEIS PLAZA FESTIVAL KUNINGAN,"UG UNIT 28-30 JL. HR RASUNA SAID KAV. C-22, JAKARTA",021-2528430,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK DOKTER KITA CILANDAK (JMC
GROUP)",JL. CILANDAK KKO RAYA NO.11 A,021-7821349,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK MEDIRA (JMC GROUP),"JL. TAMAN MARGASATWA NO.10 B 003/011, JAKARTA SELATAN",021-22001650,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK PRATAMA MEDIKA II WARUNG BUNCIT (JMC
GROUP)",JL. BUNCIT RAYA NO. 38 JAKARTA SELATAN,021-7985178,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KIRANA MEDIKA (JMC GROUP),"JL. WARUNG BUNCIT NO.200 RT 001/009, KALIBATA, PANCORAN",021-26963289,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK KEBAGUSAN (JMC GROUP),"JL. JERUK RAYA NO.13 013/001, JAGAKARSA",021-7872723,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK MITRA
MEDIKA CIGANJUR (JMC GROUP)",JL. MOH KAHFI NO.289 JAKARTA SELATAN,021-7873291,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK PRATAMA ESTETIKA
BEAUTIQUE","JL. PAKUBUWONO VI NO.101A RT.11 RW.02 KEL. GUNUNG, KEC. KEBAYORAN BARU",021-7251661,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK MELAWAI RUKO MAMPANG,"JL. MAMPANG PRAPATAN X NO.4 RT.1/RW.1 KEL TEGAL PARANG, KEC MAMPANG PRAPATAN",0815-1416-6730,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK TIARA (JMC GROUP),"JL. SENOPATI NO.83, KEBAYORAN BARU",021-5736210,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK DUA SATU DUA,"JL. JAGAKARSA RAYA NO.52 C 002/ 007, JAKARTA SELATAN",021-21798662,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK KEMANG MEDIKA (JMC
GROUP)","JL. AMPERA RAYA NO.18, KEMANG, JAKARTA SELATAN",021-7890979,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK RATNA MEDIKA JAKARTA (JMC GROUP),"JL. RS FATMAWATI NO.4 E RT 003 RW 05, JAKARTA SELATAN",021-7501958,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SAMALI (JMC GROUP),"JL. HJ SAMALI NO.21 RT 008/004, JAKARTA SELATAN",0877-8308-9967,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK MEDIKIDS BY MHDC PONDOK
INDAH","JL. SULTAN ISKANDAR MUDA NO.17, KEBAYORAN LAMA",021-7221370,JAKARTA SELATAN | rawat jalan | Sompo
"GROWS AND
GIGGLES HEALTHY CLINIC","JL. PEJATEN RAYA NO.26 RT006/007, PEJATEN BARAT, KEC.
PASAR MINGGU",0812-40004913,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA EKSEKUTIF JAKARTA,"JL. MINANGKABAU NO 17 B, BLOK E PERSIL NO.103 PASAR MANGGIS, SETIABUDI",0811-8550585,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SAHABAT (JMC GROUP),"JL. MAMPANG PRAPATAN XV NO.6, PANCORAN,JAKARTA SELATAN",0812-8060-9135,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK MEDIKA
WIJAYA (JMC GROUP)","JL. WIJAYA I BLOK Q NO.381, K PETOGOGAN BARU",021-29329382,JAKARTA SELATAN | rawat jalan | Sompo
ARKADIA DENTAL CARE,"ARKADIA DENTAL CARE DE ENTRANCE ARKADIA JL. TB
SIMATUPANG KAV. 88 LT.2 NO.5",08192010722/085813470588,JAKARTA SELATAN | rawat jalan | Sompo
ARIRANG DENTAL CLINIC,"JL. PROF DR. SATRIO KAV 3-5 018/004 KUNINGAN, KARET KUNINGAN, SETIABUDI",021-29889512,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK PRATAMA
INTIBIOS CABANG KEBAYORAN LAMA","CIPUTAT RAYA NO. 335A, KEL. KEBAYORAN LAMA UTARA, KEC. KEBAYORAN LAMA",0817-5478-886,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK MEDIKA 1 (JMC GROUP),"JL. RADIO DALAM RAYA NO. 8 001/002, GANDARIA UTARA",021-7250849/081214015893,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK PRATAMA
GRAHA MEDIKA (JMC GROUP)","JL. RS. FATMAWATI NO. 18 C 002/002, GANDARIA SELATAN",021-7652332/081327918903,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK PRATAMA DENTALOGUE,"KOMPLEKS KAHFI ONE NO.9D, JL. M. KAHFI I NO.41, CIPEDAK, JAGAKARSA",0812-8068-0790,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK JAKARTA DENTAL CARE,"GD. GRAHA ELIYA - JL. RS FATMAWATI RAYA NO.38A RT.003 RW.005, CIPETE SELATAN, CILANDAK",021-22702109,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK UTAMA YPAC JAKARTA ARMIS
SOEMARNO","JL. HANG LEKIU III NO.1 9, KEL. GUNUNG, KEC. KEBAYORAN BARU",0811-1581-503,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK SETIA MEDIKA (JMC GROUP),"JL. BINTARO PERMAI NO.7, JAKARTA SELATAN",021-7354585,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA MEDICAPRO,"SUPOMO OFFICE PARK BLOK A, B, C JL. PROF. DR. SOEPOMO, SH NO.
143, KEL. TEBET BARAT, KEC. TEBET",021-2290-7504,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK EPSYLON
DENTAL SPECIALIST","THE AKKAS COMMERCIAL
BUILDING JL. TB. SIMATUPANG NO. 23 TANJUNG BARAT,
JAGAKARSA",0812-10999954,JAKARTA SELATAN | rawat jalan | Sompo
FDC DENTAL CLINIC FATMAWATI 2,"JL. RS. FATMAWATI RAYA NO.14 D, RT.002, RW.005, CILANDAK BARAT, KEC. CILANDAK",1500005,JAKARTA SELATAN | rawat jalan | Sompo
"KLINIK UTAMA
NEURO CARE BY KLINIK PINTAR","JL. WIJAYA I NO.1, RW.4,
PETOGOGAN, KEC. KBY. BARU",0813-89926993,JAKARTA SELATAN | rawat jalan | Sompo
DENEIRA DENTAL CLINIC,"GEDUNG RAUDHA, JL. KUNINGAN BARAT 2 NO.21 MAMPANG PRAPATAN",0878-2703-1969,JAKARTA SELATAN | rawat jalan | Sompo
LAB KLINIK WESTERINDO CIPAKU,"JL CIPAKU 1 NO 5, PETOGOGAN, KEBAYORAN BARU, JAKARTA SELATAN",021-739 2345,JAKARTA SELATAN | rawat jalan | Sompo
PHYSIO MEDICAL CLINIC,"JL. SUNGAI SAMBAS 3 NO.8, RT.8/RW.5, KRAMAT PELA, KEC. KBY. BARU",021-7245557,JAKARTA SELATAN | rawat jalan | Sompo
OPTIK SATURDAYS ONE SATRIO,"ONE SATRIO - CBD MEGA
KUNINGAN, UNIT E22, JL. PROF. DR. SATRIO KAV. E.1.3, KEL. KARET KUNINGAN, KEC.
SETIABUDI",0877-9455-2539,JAKARTA SELATAN | rawat jalan | Sompo
ELITE DENTAL CLINIC,"JL. RADIO DALAM RAYA NO. 44A, RT/RW 002/014, KEL. GANDARIA UTARA, KEC. KEBAYORAN BARU",021-22777924,JAKARTA SELATAN | rawat jalan | Sompo
KLINIK UTAMA LITHEA,"THE BROADWAY KEMANG, JL. BENDA NO.46F UNIT E, KEL.
CILANDAK",0856-9999-454,JAKARTA SELATAN | rawat jalan | Sompo
