nama_rumah_sakit,alamat,telp,text
RS. UNGGUL KARSA MEDIKA,"JL. TAMAN KOPO INDAH III BLOK H-1, MEKAR RA",(022) 86011220,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. HERMINA SOREANG,Jalan Terusan Al Fathu No. 9 RT 02 RW 08 Sarilam,(022) 5892525,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. PARU ROTINSULU,"JL. BUKIT JARIAN NO.40, HEGARMANAH, KEC. CID",022-2034446,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
MAYAPADA HOSPITAL BANDUNG,JL. TERUSAN BUAH BATU NO. 5 BATUNUNGGAL -,85711196850,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. JANTUNG & PEMBULUH DARAH PARAMARTA BANDUNG,"SOEKARNO-HATTA ST NO.581, BINONG, BATUNU",022-7337239,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSIA. PARAHYANGAN,"Jl. Parahyangan Raya No.Kav. 11, Kota Baru Parah",0812 2213 1301,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSKJP MELINDA CARDIO VASCULAR CENTER,Jl Dr Cipto No. 11 Bandung,(022)63199888,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS MURNI TEGUH NARIPAN BANDUNG,"Jl. Naripan No. 89, Kelurahan Kb, Pisang, Kecama",(022) 86032789,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA BEKASI BARAT,"JL.  JEND. A.YANI, BEKASI BARAT",021-8853333,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. BHAKTI KARTINI,"JL.  KARTINI, NO.11",021-8801954/88348492,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. KARYA MEDIKA II (D/H RSIA. ),JL.  SULTAN HASANUDIN NO.63 TAMBUN,021-883 24366; 70934766/ 021-88361980,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. ANANDA BEKASI,"JL.  SULTAN AGUNG NO.17, MEDAN SATRIA BEKA",021-8854338,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. BELLA,"JL.  IR. JUANDA, NO.141",021-880 1775/ 880177/8819377021- 880177,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MEKAR SARI,"JL.  MEKAR SARI, NO.1","021-8802641,8813787021-8813787",JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. ANNA,"JL.  PEKAYON RAYA  NO.36, BEKASI SELATAN",021-82432211,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. ST. ELISABETH - BEKASI,JL.  RAYA NAROGONG NO.202 KEMANG PRATAM,021-82430101/82400186/8229767021-8243208,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. SENTOSA,"JL.  PAHLAWAN, NO.60 DUREN JAYA, BEKASI TIM",021-880 6140,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. GRAHA JUANDA,"JL.  IR. H. JUANDA, NO.326","021- 8811832, 8821004, 8811832,88346880",JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. RAWA LUMBU,"JL. DASA DARMA, NO.20-23, RAWA LUMBU",021-82422511,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. BUDI LESTARI,"JL.  KH.NOER ALIE, NO.2 DEPAN PERUMNAS II, KA",021-8842336/8893486021-8893486,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. PERMATA BUNDA BEKASI,PERUM GRAMAPURI TAMANSARI C1/8-10 CIBITU,021-88328001/88392537,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. JUWITA,JL.  M. HASIBUAN NO.78 - BEKASI,021 -8829590/1,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. PERMATA CIBUBUR,JL.  ALTERNATIF CIBUBUR - CILEUNGSI NO.6A BEK,021-8458806,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. HOSANA MEDICA BEKASI,JL.  PRAMUKA NO.12 RAWA LUMBU,021-8221570/73,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSU. DR. ADAM TALIB,"JL. TEUKU UMAR, NO.25, CIBITUNG",021-88332305/06,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. TAMAN HARAPAN BARU,"JL. TAMAN HARAPAN BARU RAYA, BLOK R-I,NO.2",021-88871202,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. PUSPA HUSADA,"JL. RAYA PONDOK TIMUR KM. 1, NO 27 JATIMULY",021-82618978/82618979,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSU. KARTIKA HUSADA JATIASIH,"JL. SWANTARA NO 72 JATI ASIH, BEKASI",021-82435585-82435587,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. PERMATA BEKASI,"JL.  LEGENDA RAYA, NO. 9, MUSTIKA JAYA",021-8251919/8254748,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. JATI SAMPURNA,JL.  STUDIO ANTV KRANGGAN,021-8451457,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS TAMAN HARAPAN BARU,JL KALIABANG TENGAH RT 04/23 KEL. PEJUANG K,021-88981055,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. HERMINA GRAND WISATA,"JL.  FESTIVAL BOULEVARD BLOK JA NO. I, GRAND",021-8265 1212,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. KARYA MEDIKA CIBITUNG,"JL.  RAYA IMAM BONJOL, NO.9B, CIKARANG BARA",021-8900190-1& 8903003-4/ 8900190-1 (ext:18,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. ANNA MEDIKA,"JL.  RAYA PERJUANGAN NO 45, HARAPAN BARU,",021 - 88882211,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. BUNDA MULIA (d/h) RSIA SRITINA,JL. IMAM BONJOL NO.80A BEKASI,021-8900579-89106317,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. KARTIKA HUSADA SETU,JL.  BURANGKENG RT 01/06 DESA BURANGKENG,021-82610003/4,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. TIARA BEKASI,JL.  RAYA BABELAN NO. 63 KEL. KEBALEN KEC. BA,021-89131111/021-89133333,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
PRIMAYA HOSPITAL BEKASI BARAT,JL.  KH.NOER ALI KAV.17-18 KALIMALANG,021-8868888/88855333,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. HERMINA GALAXY,JL.  GARDENIA RAYA SELATAN BLOK BA1 NO.11,021-8222525/82417777,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA BEKASI TIMUR,"JL. PENGASINAN RAWA SEMUT MARGAHAYU, BE",021-8817777/89999222,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. KARUNIA KASIH (KARUNIA BUNDA),JL. RAYA JATI WARINGIN NO. 133 PONDOK GEDE,021-8461970,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. HERMINA BEKASI,"JL.  KEMAKMURAN, NO.39, MARGAJAYA",021-8842121/30,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS KARYA MEDIKA BANTAR GEBANG,"JL. NAROGONG RAYA, KM.11, BANTAR GEBANG",021-8254629/8254630,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA CIBUBUR,"JL.  ALTERNATIF TRANSYOGI, CIBUBUR",021-84311771/84311777,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. KARTIKA HUSADA TAMBUN,"JL. MANGUN JAYA RAYA KP.RUKEM RT.003/013,",021-88338346/88327281/021-9172736,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. PERMATA KELUARGA (JABABEKA),"JL. DR. CIPTO MANGUNKUSUMO BLOK A NO. 1A,",( 021 ) 29083399,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. CITRA HARAPAN,JL.  RAYA HARAPAN INDAH KAW.SENTRA NIAGA,021-88870606/88870909/88865792-93,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS SILOAM BEKASI TIMUR,JL. CHAIRIL ANWAR BLU PLAZA NO. 27 RT.004/00,(021) 806 11 900,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. JATI RAHAYU,JL.  RAYA HANKAM NO 17 PONDOK MELATI BEKA,"021-8462566,8462565,84972578",JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
PRIMAYA HOSPITAL BEKASI TIMUR,"JL. H.M JOYOMARTONO, MARGAHAYU, BEKASI TI",(021) 8267 9999,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. CIBITUNG MEDIKA,"JL. RAYA H.BOSIH NO.117 DS.WANASARI,CIBITUN",21-88323444/88393181,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. OMNI PEKAYON,"JL. RAYA PULO RIBUNG RT.001/RW.021, PEKAYO",021-2977 9999,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSU. DR. IQBALI TAUFAN,"VILA MUTIARA CIKARANG 2 BLOK E3 NO.16-20 SUKASEJATI, CIKARANG SELATAN - BEKASI",,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. GRHA MM 2100,"KAWASAN INDUSTRI MM2100, JL. KALIMANTAN BLOK CB - 1, CIKARANG BARAT",,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS MITRA KELUARGA PRATAMA JATIASIH,"JL. RAYA JATIMEKAR RT.001/RW.002, JATIMEKAR",021-8551-1000,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
PRIMAYA HOSPITAL BEKASI UTARA,"VILLA INDAH PERMAI GOLDEN CITY BLOK G, NO.1, RT.001 RW.033, BEKASI UTARA",,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
EKA HOSPITAL BEKASI,KOTA HARAPAN INDAH BLOK I2 - 9 NO.9 PUSAKA,021-5093 5555,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. ANANDA BABELAN,"JL. RAYA BABELAN RT. 002 RW.001, KM 9,6, KEBA",(021) 89234000,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. CAHAYA MEDIKA,JL. RAYA JEJALEN JAYA NO.47 KAMPUNG KEBON,021-22137302,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. SATRIA MEDIKA,"JL. RAYA BANTAR GEBANG - SETU NO.119, PADU",021-22105678,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. TARUMAJAYA,"JL. RAYA TARUMAJAYA NO.1B KP.BALI, PANTAI M",021-88992337 / 88992338,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSU MUSTIKA MEDIKA,"JL. KELAPA DUA NO.110 RT 002 RW 008, PADURE",021-82622530,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. SETO HASBADI,JL.  RAYA SEROJA NO.19 BEKASI,021-889 58674 / 021-88661412,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. CENKA,"JL. PILAR SUKATANI, SUKARAYA RT.05/RW.06 KA",021-89121188,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. GIZAR,"JL. VILA MUTIARA CIKARANG, RUKO PASADENA B",021-8967-7239,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA.VIOLA,PONDOK UNGU PERMAI SEKTOR V BLOK A1 NO.2,021-88983843/44,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. HERMINA METLAND CIBITUNG,"Perum Metland Cibitung, Desa Telaga Murni Kel.",(021) 8836 2626,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS UNIMEDIKA SETU BEKASI D/H RS.KASIH INSANI SETU,"JL. RAYA SETU NO.99 LUBANG BUAYA, SETU",021-82627591 / 082627591 / 82592888,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. KASIH INSANI SUKATANI,"JL. RAYA PILAR- SUKATANI, KARANG SENTOSA, KA",(021) 89161348,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MULTAZAM MEDIKA,JL.  PERUMAHAN JATIMULYA NO.1 TAMBUN SELA,021-8215101/8215102021-8215102|021-82151,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RSIA. NURUL ANNISA,JL.  RAYA CIKARANG CIBARUSA NO 88 DS. SUKAR,021-8974854/55 / 8971122|,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MITRA MEDIKA NAROM,"JL. RAYA JATIWANGI - CIKEDOKAN NO.1, KP. KAM",021-89983741,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS Mitra Keluarga Grand Wisata,"Jl Boulevard, Grand Wisata, Lambangsari, Kec. Ta",0821-2341-1011,JAWA BARAT | BEKASI | rawat inap | rawat jalan | aia
RS. MH THAMRIN CILEUNGSI,"JL.  RAYA NAROGONG, KM.16, LIMUS NUNGGAL,",021-8235052 / 82491332021-82491332,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSUD. KOTA BOGOR,"JL.  DR. SUMERU NO. 120 MENTENG, BOGOR BAR",0251-8312292,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. PERMATA JONGGOL,"JL.  RAYA JONGGOL NO.1 A RT.008 RW.03, SUKA",021-8993 1222 - 1444,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. MULIA PAJAJARAN,"JL.  RAYA PAJAJARAN NO. 98, BOGOR",0251-8379898,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. UMMI,JL. EMPANG II NO.2 BOGOR RT.004/002 BOGOR S,0251-8341600,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. FAMILY MEDICAL CENTRE BOGOR,JL. RAYA BOGOR KM.51 CIMANDALA-SUKARAJA,(0251) 8652391,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. TRIMITRA CIBINONG,JL. RAYA CIBINONG KM.43,021-8763055-56021-8765993,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. MARY CILEUNGSI HIJAU,"JL.  RAYA NAROGONG, KM.21, CILEUNGSI",021-82492222,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. ISLAM BOGOR,"JL.  PERDANA RAYA NO.22, BUDI AGUNG - KEDUN","0251 - 8316822, 834713",JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA. KENARI GRAHA MEDIKA,GRIYA KENARI MAS BLOK B2 CILEUNGSI,021-8230426/82499885/96684076,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. PMI BOGOR,"JL.  RAYA PAJAJARAN, NO.80",0251-8324080,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. HERMINA BOGOR,"JL. RING ROAD-1, KAV.23,25,27, PERUM. TMN. YA",0251-8382525,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. BINA HUSADA CIBINONG,"JL.  MAYOR O KING NO.101, CIBINONG - BOGOR",021-8758441; 87911000021- 8753422,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. EMC SENTUL,JL.  MH THAMRIN KAV 57 SENTUL CITY - BOGOR 1,021-29672990/29672977,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA. JULIANA,JL. RAYA TAJUR NO 75A - BOGOR,0251 - 8339593,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. KARYA BHAKTI PRATIWI,"JL.  RAYA DRAMAGA KM. 7, DRAMAGA, BOGOR",(0251) 8626868,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. HERMINA MEKARSARI,JL.  RAYA CILEUNGSI - JONGGOL KM 1 KABUPATE,021-29232525,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA. CITRA INSANI,"JL. RAYA PARUNG NO.242, LEBAKWANGI PEMAG",0251 - 8611507/86177270251-611507,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. SENTRA MEDIKA CIBINONG,JL.  MAYOR OKING JAYA ATMAJA NO.9 CIBINONG,021-87909999/87911212,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. BOGOR MEDICAL CENTER,JL. PAJAJARAN INDAH V/97 BOGOR,0251-8307900/8390435/8346002/83797430251,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. AZRA,"JL.  RAYA PAJAJARAN, NO.219",0251-8318456,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
SILOAM HOSPITALS BOGOR,"JL. PAJAJARAN NO.27, BABAKAN, BOGOR TENGA",0251-8303900,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. VANIA,JL.  SILIWANGI NO.11 SUKASARI BOGOR TIMUR,0251-8380601/8380605,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSU. MELANIA,JL.  RAYA PAHLAWAN NO.91 BONDONGAN - BOG,0251- 8321196 / 0251-4506389,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA. BUNDA SURYATNI,"JL. KH. SOLEH ISKANDAR NO. 21, CIBADAK, TANA",(0251) 754 3892/7543891,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
EKA HOSPITAL CIBUBUR,"PERUM KOTA WISATA KAV V2 NAGRAK, GUNUNG",021-50855555,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. DR. SISMADI,JL. RAYA NAROGONG KM.20 KAMPUNG RAWAHI,021-82484065 & 67,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSU. SENTOSA,JL. RAYA KEMANG NO.18,0251-7541900,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS PENA 98 GUNUNG SINDUR,JL. PEMUDA NO.36 RT.01/RW.07 DESA PENGASIN,021-75685446,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
BOGOR SENIOR HOSPITAL,"JL. RAYA TAJUR NO.168 MUARA SARI, BOGOR SEL",0251-7556777,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA. NURAIDA,"JL. ACHMAD SOBANA NO.105 RT.06/RW.07, TEG",0251 - 8368866,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSIA PERMATA PERTIWI CITEUREUP,"JL. MAYOR OKING JAYA ATMAJA, KOMP.GRIYA PE",(021)8755433,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSUD CIBINONG,JL. KSR DADI KUSMAYADI NO.27 CIBINONG,021-8753487,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. CITAMA,JL. RAYA PABUARAN NO.52 BOJONGGEDE,021-87985555,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. ISLAM AYSHA CIBINONG,"PERUM ACROPOLIS, RT/RW 06/18, KARADENAN.",0251-8663689,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RSKIA SAWOJAJAR,"Jl.Sawojajar No.9 , Pabaton , Bogor Tengah , Bogo",0251-8324371,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS HERMINA CIAWI,Jalan KP. Gadog RT 001 RW 003 Pandansari Ciawi,(0251) 8407575,JAWA BARAT | BOGOR | rawat inap | rawat jalan | aia
RS. PERMATA BUNDA CIAMIS,JL. MR.IWA KUSUMASOMANTRI NO.1,0265-771650/7767450711-356173,JAWA BARAT | CIAMIS | rawat inap | rawat jalan | aia
RS. DR.HAFIZ,"JL.  PRAMUKA NO. 15 SUKAMULYA, KARANG TEN",0263-2910000,JAWA BARAT | CIANJUR | rawat inap | rawat jalan | aia
RS. TITIAN BUNDA,JL.  IR. H. JUANDA NO.123 CIKAMPEK,(0264) 8385999/8386222,JAWA BARAT | CIKAMPEK | rawat inap | rawat jalan | aia
RS. SARASWATI,"JL.  JEND. A.YANI, NO.92, DAWUAN,  CIKAMPEK-K",0264-311531/316101/ 311514/ 3115270264-31,JAWA BARAT | CIKAMPEK | rawat inap | rawat jalan | aia
RS. KARYA HUSADA,"JL.  JEND. A.YANI, NO.98, CIKAMPEK-KARAWANG",0264-316188-89,JAWA BARAT | CIKAMPEK | rawat inap | rawat jalan | aia
RSU. PURI ASIH JATISARI,JL. RAYA JATISARI NO.3 PASAR JATISARI,0264-361459/361466,JAWA BARAT | CIKAMPEK | rawat inap | rawat jalan | aia
RUMAH SAKIT IZZA D/H (RSU. AQMA CIKAMPEK),JL. KP.CISELAN DS.CIKAMPEK UTARA.KARAWANG,0264-319307/8386830-32,JAWA BARAT | CIKAMPEK | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA CIKARANG,"JL. INDUSTRI RAYA, LEMAH ABANG",021-89840500/89840900,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. ANNISA CIKARANG,"JL.  CIKARANG BARU, NO.31, LEMAHABANG, CIKA",021-8904165/8901962/8904503021 - 8904503,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. BHAKTI HUSADA,JL.  RE. MARTADINATA,021-8900530/1021-890 0531,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. HOSANA MEDIKA CIKARANG BARU,JL.  ANGGREK I B2/2 RT.01/11 DS. MEKARMUKTI -,(021) 89831626; 89835418; 89835223,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
SILOAM HOSPITALS LIPPO CIKARANG,"JL.  MH. THAMRIN, KAV.105, LIPPO CIKARANG",021- 29636900,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. HOSANA MEDICA LIPPO,JL.  UTAMA BIIE NO 01 LIPPO CIKARANG,021-8972472,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. RIDHOKA SALMA,JL.  IMAM BONJOL NO.7 GARDU SAWAH,021-89116527,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. OMNI CIKARANG,OASIS KAV.1 JL. RAYA CIBARUSAH KEL. SUKARESM,(021) 2977 9999,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. SENTRA MEDIKA CIKARANG,"JL.  RAYA INDUSTRI PASIR GOMBONG JABABEKA,",021 8904160-64 / EXT 225/081297102702,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS HARAPAN KELUARGA,"JL.KASUARI RAYA KAV.1A-1B, KOTA JABABEKA, CI",021-89840745,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. AMANDA CIKARANG UTARA,"JL. RAYA INDUSTRI NO.36,CIKARANG UTARA",021- 8900277 / 89110011021-8900277,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. ASRI MEDIKA,JL.  CITANDUY RAYA BLOK L II NO.1 CIKARANG UT,"021-89142968, 89142969",JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RSB. MEKAR MULIA,"JL. KASUARI IV, SEKTOR MEKAR ALAM,PASIMAL -",021-8936940/66,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. AMANDA CIKARANG SELATAN,JL. RAYA SERANG NO.38 CIKARANG SELATAN,021-8971643021-89110011,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. PERMATA KELUARGA LIPPO CIKARANG,"JL. MH.THAMRIN,KAV.129, LIPPO CIKARANG",021-8990 5588/ 8990 1927,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. MEDIROSSA,JL. INDUSTRI TEGAL GEDE -  CIKARANG SELATAN,021-89833216,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. BUDI ASIH CIKARANG,"JL.  RAYA SERANG - CIBARUSAH RT 01/ RW 01 SERANG KEC.CIKARANG SELATAN,BEKASI",,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS RADJAK CIBITUNG,"Jl. Al-Huda Jl. Kp. Cikarang Jati No.61 RT.02/02, S",021-89073730,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA DELTAMAS,"Jl. Deltamas Boulevard, Hegarmukti, Kec. Cikaran",+62 21 89978888,JAWA BARAT | CIKARANG | rawat inap | rawat jalan | aia
RS. MITRA KASIH,"JL.  RAYA CIBABAT NO.341, CIMAHI","022-6654852,6652774,6654397",JAWA BARAT | CIMAHI | rawat inap | rawat jalan | aia
RS. AVISENA CIMAHI,JL. MELONGASIH NO.170 CIJERAH,022 - 6062582/ 6000830,JAWA BARAT | CIMAHI | rawat inap | rawat jalan | aia
RS. BAROS CIMAHI,"JL. BAROS NO.E46, BAROS, KEC. CIMAHI TENGAH",022-20670808,JAWA BARAT | CIMAHI | rawat inap | rawat jalan | aia
RS. PUTERA BAHAGIA,"JL. CIREMAI RAYA NO.114 ,PERUMNAS","0231-207351, 4856540231-485654",JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. SUMBER KASIH,JL.  SILIWANGI NO.135,0231-203815,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RSIA. CAHAYA BUNDA,JL. RAYA PERJUANGAN NO.8 KESAMBI CIREBON,0231-8333388 / 99,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. PERTAMINA CIREBON,"JL.  PATRA RAYA, KLAYAN",0231-224646; 25121730231-224646,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. PELABUHAN CIREBON,"JL.  SISINGAMANGARAJA, NO.45",0231-208948/208680 / 0231-2056570231-2056,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. MITRA PLUMBON,"JL. RAYA PLUMBON, KM.11",0231-324483/323100,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. KHUSUS JANTUNG HASNA MEDIKA,"JL.  RD GILAP NO. 8 PALIMANAN TIMUR, KABUPA",0231-343405; 343645,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. PERMATA CIREBON,"JL. TUPAREV NO. 117 KEDAWUNG, KAB. CIREBON",(0231) 883 8877; 833 8899,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RSU. PANTI ABDI DHARMA,"JL. PULASAREN NO.7 KASEPUHAN, KEC. LEMAHW",0231-203873 / 082119325004 (WA ONLY),JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. MEDIMAS,"JL. EVAKUASI NO.116 SUNYARAGI, KESAMBI, KAR",0231-481165,JAWA BARAT | CIREBON | rawat inap | rawat jalan | aia
RS. SIMPANGAN DEPOK,"JL.  RAYA BOGOR, KM.36, SIDAMUKTI SUKMAJAY",021-8741549,JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
RS. MEILIA,JL. ALTERNATIF CIBUBUR KM.1 CIMANGGIS DEPO,"021-8444444,84598954",JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
RS. GRHA PERMATA IBU,"JL.  KH. M. USMAN 168,KUKUSAN BEJI",021-7778899,JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
RSU. BHAKTI YUDHA,JL.  RAYA SAWANGAN-DEPOK,021-7520082,JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
RS. PURI CINERE,"JL.  MARIBAYA BLOK F2, NO.10, PURI CINERE - DE",021-7545488,JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
RS. SENTRA MEDIKA DEPOK,JL.   RAYA BOGOR KM.33 CISALAK - DEPOK,021-874 3790,JAWA BARAT | DEPOK | rawat inap | rawat jalan | aia
