nama_rumah_sakit,alamat,telp,text
OPTIK INTERNASIONAL CIKAMPEK 1,CIKAMPEK MALL JL. A.YANI LT.DASAR BLOK C 156,0264 - 304649,JAWA BARAT | CIKAMPEK | OPTIC | YES | NO | NO | CORPORATE | MSIG
KLINIK ANNISA II,JL. RAYA CIBARUSAH RUKO POINT NO. 31 R,021-8976189,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK SUMBER SEHAT,JL. KH. FUDHOLI RT. 001/004 NO. 50,021-8901318,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK BUDI LUHUR,"JL. RAYA IMAM BONJOL NO. 74 DESA SUKADANAU,
CIKARANG BARAT, BEKASI-17530",021-88327226,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PEDULI SEHAT,"JL. RAYA PILAR SUKATANI KP. SUKAMANTRI RT.03/03 DESA SUKARAYA KEC.KARANG BAHAGIA, CIKARANG-17530",021-8903208,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK SABILA MEDIKA,RUKO MELAWAI BLOK A NO. 27 JL. AZALEA RAYA TAMAN LEMBAH HIJAU LIPPO CIKARANG BEKASI JAWABARAT-17550,0851-00990164,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
"KLINIK RAWAT INAP PUTRA MEDIKA
3","JL. RAYA PERUM KOTA SERANG BARU, KEC. SUKAGARAM.
SERANG",021-89950333,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK VIVA MEDIKA CIKARANG,"JL RAYA CIKARANG CIBARUSAH DESA CIANTRA, KEC
CIKARANG SELATAN",021-2961212,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK MITRA SEHAT CIKARANG,"Jl.Raya Kp.Jarakosta Rt.002/01 Desa Danau Indah
Kec.Cikarang Barat Bekasi 17520",021-89114207,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK SRITINA,"Jalan Raya Imam Bonjol, Telagamurni, Cikarang Barat, Telagamurni, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa
Barat 17530",021-89106193,JAWA BARAT | CIKARANG | CLINIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK
WESTERINDO CIKARANG","SHOPHOUSE BLOK A14-15, 28-29 JL JABABEKA RAYA
KAWASAN INDUSTRI JABABEKA CIKARANG 17530",021-8934371,"JAWA BARAT | CIKARANG | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. KRAKATAU MEDIKA,JL. SEMANG RAYA,"0254-
396333/372180",JAWA BARAT | CILEGON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
KLINIK ALFINA,JL. RAYA SERANG - RUKO PCI BLOK KK I No. 8,0254-383116,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
"APOTEK KLINIK KIMIA FARMA
CILEGON",JL. SULTAN AGENG TIRTAYASA NO. 12C,0254-399172,JAWA BARAT | CILEGON | APOTEK | YES | NO | NO | CORPORATE | MSIG
KLINIK BONA MEDIKA,FEST RUKO BLOK B 10 -11 BONAKARTA,0254-387684,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
RSIA. MUTIARA BUNDA CILEGON,JL. S. A. TIRTAYASA Ruko MAISONETTE BLOK B1-2. SIMPANG TIGA - CILEGON,"0254-
399968/376888",JAWA BARAT | CILEGON | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. KURNIA CILEGON,JL. JOMBANG MASJID NO.4,0254-391161,JAWA BARAT | CILEGON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
KLINIK AMALIA,JL. S. A. TIRTAYASA NO. 7,0254-391307,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK AL FALAH,RUKO SUKMAJAYA BLOK B NO. 20 SUKMAJAYA,"0254-
7035602/380679",JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK & RB AFINA,JL. RAMBUTAN No. 12 PAGEBANGAN,0254-392568,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK PRODIA
CILEGON","JL. SULTAN AGUNG TIRTAYASA NO. 8, CILEGON, BANTEN,
42441",0254-398969,"JAWA BARAT | CILEGON | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
KLINIK & RB CIGADING MEDIKA,"JL. RAYA ANYER KM 7 KUBANGSARI. CIWANDAN CILEGON-
BANTEN",0254-311323,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK KELUARGA SULARAYA,"Jl yos sudarso rt 1/1 kebonpisang lebakgede pulomerak
cilegon",0254-572100,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK KELUARGA PULOAMPEL,Jl salira desa Sumurranja Puloampel Serang,0254 5751100,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK IKHLAS MEDIKA 4,komp Pondok Cilegon Indah Blok A19 no 10 cilegonn Banten,0254-395900,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK BONA MEDIKA SERANG,"JL RAYA SERANG CILEGON KM 3 RUKO LEGOK SUKMAJAYA
NO5AI SERANG BANTEN 42127",0254-228005,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK ANNISA SEHAT CILEGON,"Ruko City Square blok B3,B5,E3,E5, Kedaleman, Kec.
Cibeber, Kota Cilegon, Banten 42422",0254-399933,JAWA BARAT | CILEGON | CLINIC | YES | NO | NO | CORPORATE | MSIG
OPTIK MELAWAI CILEGON CENTER,CILEGON CENTER UG - 18 & 19B,0254-781 7927,JAWA BARAT | CILEGON | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS CILEGON CENTER MAL,"CILEGON CENTER MAL, JL. JEND.AHMAD YANI, SUKMAJAYA,
JOMBANG",021 - 3504721,JAWA BARAT | CILEGON | OPTIC | YES | NO | NO | CORPORATE | MSIG
BESTIE DENTAL CLINIC,"JL. RAYA CILEGON NO.17, KEL.KEDALEMAN KEC.CIBEBER",81281189484,JAWA BARAT | CILEGON | DENTAL | YES | NO | NO | CORPORATE | MSIG
RSU KASIH BUNDA,JL MAHAR MARTANEGARA NO 166 LEUWIGAJAH,022-6514221,JAWA BARAT | CIMAHI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. PERTAMINA CIREBON,JL. PATRA RAYA KLAYAN,"0231-
224647/224646",JAWA BARAT | CIREBON | HOSPITAL | NO | YES | YES | MCU | INDIVIDU | MSIG
RS. PELABUHAN CIREBON,JL. SISINGAMANGARAJA NO. 45,"0231-
205657/204444",JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS MITRA PLUMBON CIREBON,JL. RAYA PLUMBON KM. 11 CIREBON JAWA BARAT,0231-323100,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
SILOAM HOSPITALS CIREBON,JL. CIREMAI RAYA No. 114 KEL KECAPI KEC HARJAMUKTI KOTA CIREBON JAWA BARAT 45142,"0231-
207351/485654",JAWA BARAT | CIREBON | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. SUMBER KASIH CIREBON,JL. SILIWANGI No 135. CIREBON JAWA BARAT,0231-203815,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. TINGKAT III CIREMAI,JL. KESAMBI no 237. JAWA BARAT,0231-201861,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK PRAMITA
CIREBON","Jl. Dr Cipto Mangunkusumo No. 95, Cirebon, Jawa Barat",0231-248990,"JAWA BARAT | CIREBON | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
CIREBON",JL. Ra. Kartini No. 32,0231-208989,"JAWA BARAT | CIREBON | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"RS. UNIMEDIKA CIWARINGIN
CIREBON",JL. URIP SUMOHARJO NO. 5 CIWARINGIN,"0231-341079/
3300888",JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSIA. CAHAYA BUNDA,JL. Raya Perjuangan No 8 kesambi-Cirebon 45134,"0231-
8333377/88/99",JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK KIMIA FARMA 422,JL. DEWI SARTIKA NO.36,0231-325795,JAWA BARAT | CIREBON | APOTEK | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS CIREBON SUPERBLOCK,"GROUND FLOOR NO. 48 &49 JL. CIPTO MANGUNKUSUMO
NO. 26 CIREBON",0231-8291394,JAWA BARAT | CIREBON | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. PERMATA CIREBON,JL. TUPAREV NO. 117 CIREBON JAWABARAT,0231-8338877,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK FARMARIN CIREBON,"JL. KESAMBI RAYA NO. 92A, CIREBON",0231-205792,JAWA BARAT | CIREBON | APOTEK | YES | NO | NO | CORPORATE | MSIG
KLINIK FARMARIN CIREBON,JL. KESAMBI RAYA NO. 92 A CIREBON,0231-205792,JAWA BARAT | CIREBON | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. KARISMA PAMANUKAN,"JL. WARUNG CENDOL RT 10 RW 04 RANCASARI PAMANUKAN
SUBANG 41254",0260-550911,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSU. MEDIMAS,"Jl Evakuasi No. 116 Kelurahan Karyamulya Kecamatan
Kesambi",0231-481165,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
KLINIK INTIBIOS CIREBON,"Jl. Kesambi No.N0.191, Drajat, Kec. Kesambi, Kota Cirebon,
Jawa Barat",0821-1708-6078,"JAWA BARAT | CIREBON | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
RS SENTRA MEDIKA GEMPOL,"Jl. KH Agus Salim Blok Ketipa, Kedungbunder - Gempol,
Cirebon",0231-4991900,JAWA BARAT | CIREBON | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. TUGU IBU,JL. RAYA BOGOR KM. 29 - CIMANGGIS,"021-
8718633/871087
0",JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. SENTRA MEDIKA CISALAK,JL. RAYA BOGOR KM. 33 CISALAK,021-8743790,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HERMINA DEPOK,JL. RAYA SILIWANGI NO. 50 PANCORAN MAS,"021-
77202525/77613
87",JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. BHAKTI YUDHA,JL. RAYA SAWANGAN,021-7520082,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. PURI CINERE,JL. MARIBAYA BLOK F2 NO. 10 PURI CINERE,"021-
7545488/754249
4",JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. SIMPANGAN DEPOK,JL. RAYA BOGOR KM. 36 SIDAMUKTI SUKMAJAYA - CIMANGGIS,"021-
8742916/874154
9",JAWA BARAT | DEPOK | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RSIA. TUMBUH KEMBANG,JL. RAYA BOGOR KM 31 NO. 23,"021-
8701873/870187
4",JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HASANAH GRAHA AFIAH,JL. RADEN SALEH NO. 42,021-77826267,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSU. BUNDA MARGONDA,JL. MARGONDA RAYA NO. 28 PONDOK CINA,"021-
78890551/ex110
3",JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"KLINIK DEPOK 2000 & APOTEK
PEDULI SEHAT",JL. MARGONDA RAYA NO. 45 PESONA DEPOK BLOK A NO.1,021-77200217,JAWA BARAT | DEPOK | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. MEILIA,"JL. ALTERNATIF-CILEUNGSI Km. 1 KEL. HARJAMUKTI -
CIMANGGIS",021-8444444,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSU. GRAHA PERMATA IBU,"JL. KH. M. USMAN 168 KUKUSAN, BEJI",021-7778899,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. MITRA KELUARGA DEPOK,JL. MARGONDA RAYA - PANCORAN MAS,021-77210700,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
DEPOK","Jl. Margonda Raya No. 283 A-B (Samping Bumi Wiyata), Kec.
Beji","021-7751178;
7751826","JAWA BARAT | DEPOK | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
SILOAM HOSPITALS CINERE,"JL. MARIBAYA NO. 1 PURI CINERE, DEPOK",021-7545499,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RSIA. ASYIFA DEPOK,"JL. CINERE DEPOK NO. 9 RANGKAPAN JAYA BARU
PANCORAN MAS",021-77883905,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. PERMATA DEPOK,"Jl. Raya Muchtar No. 22, Sawangan",021-29669000,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
APOTEK KIMIA FARMA 202,JL. KEJAYAAN,021-7704044,JAWA BARAT | DEPOK | APOTEK | YES | NO | NO | CORPORATE | MSIG
APOTEK KIMIA FARMA 352,JL.MARGONDA RAYA,021-78884611,JAWA BARAT | DEPOK | APOTEK | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS MAL CINERE,LANTAI I NO 12 JL RAYA CINERE NO 1 SAWANGAN,021-7545164,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS MARGO CITY SQUARE,FIRST FLOOR UNIT FL1-40 JL. MARGONDA RAYA NO 358,021-78870881,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS CINERE BELLEVUE,"JL. TELAGA WARNA, CINERE, DEPOK",021-29403885,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
"APOTEK FARMARIN V DEPOK (
Dengan Praktek Dokter)","RUKO SALLADIN SQUARE, BLOK C NO.27, JL. MARGONDA
RAYA, DEPOK",021-21020842,JAWA BARAT | DEPOK | APOTEK | YES | NO | NO | CORPORATE | MSIG
RS. CITRA MEDIKA DEPOK,JL. RAYA KALIMULYA NO. 68 KOTA KEMBANG,021-29671000,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK INTERNASIONAL CINERE,"RUKO PASAR SEGAR CINERE BLOK RA NO.07 JL. CINERE
RAYA DEPOK",021-7530955,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK INTERNASIONAL DEPOK 1,"ITC DEPOK JL. MARGONDA RAYA NO.55-56 LT.GROUND
BLOK B",021-7755717,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK INTERNASIONAL DEPOK 3,"DEPOK TOWN SQUARE (DETOS) LT.GROUND B2 JL. RAYA
MUCHTAR NO. SAWANGAN",021 - 77887699,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
"RSIA. CITRA ARAFIQ ( PT CITRA
ARAFIQ MEDIKA )","jl perindustrian Raya No.53, Rt. 006/025 kel.baktijaya
kec.sukmajaya,Depok Jabar",021-87708400,JAWA BARAT | DEPOK | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. UNIVERSITAS INDONESIA,"Jalan Prof. Dr. Bahder Djohan, Kampus UI Depok",021-50829292,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"KLINIK MEDIKIDS BY MHDC WAKAF
DEPOK","Mall Pesona Square, Lantai 3, L3-1,2,3 Jl. H Ir Juanda No. 99,
Depok",021-7781 7199,JAWA BARAT | DEPOK | DENTAL | YES | NO | NO | CORPORATE | MSIG
AXEL DENTAL CIBUBUR,"Ruko Citra Grand Blok R6 no 33, Jln Alternatif Cibubur KM7,
17435",021-84311662,JAWA BARAT | DEPOK | DENTAL | YES | NO | NO | CORPORATE | MSIG
"TELEMEDIKA HEALTH CENTER
DEPOK",JL. KARTINI NO. 17 PANCORAN MAS DEPOK,021-77219924,JAWA BARAT | DEPOK | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK NIRMALA DENTAL,"Jalan Margonda Raya no. 492A, Pondok Cina, Beji, Depok",021-7873877,JAWA BARAT | DEPOK | DENTAL | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS THE PARK SAWANGAN,Jl. Raya Parung - Ciputat No.1 Serua Bojongsari Depok,021-74790789,JAWA BARAT | DEPOK | OPTIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA CIBUBUR,"Jl. Alternatif Cibubur No.136, Depok,",(021) 84598650,JAWA BARAT | DEPOK | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA DEPOK,"Jl. Margonda Raya No. 283 A-B RT 01/02 Kel. Kemirimuka,
Kec. Beji, Depok (Samping Bumi Wiyata)",(021) 7751178,JAWA BARAT | DEPOK | CLINIC | YES | NO | NO | CORPORATE | MSIG
PRIMAYA HOSPITAL DEPOK,"Jl. H. Dimun Raya RT 01/24, Sukamaju, Cilodong, Depok",(021) 7784 8000,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
AUDY DENTAL CINERE,Jalan Cinere Raya No. 3D,021-277043,JAWA BARAT | DEPOK | DENTAL | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL SAWANGAN,"JL RAYA BOJONGSARI, VASANTA ECO TOWN THE SHOPPES AT SENOPATI BOULEVARD BLOK D 6 NO 1-2 DEPOK 16517",81196510129,JAWA BARAT | DEPOK | DENTAL | YES | NO | NO | CORPORATE | MSIG
EKA HOSPITAL DEPOK,Jl Margonda Raya No 222 A Kemiri Muka Beji - Kota Depok,021-50900555,JAWA BARAT | DEPOK | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
GARUT",JL. Raya Semarang No. 104 Tarogong Kalor Garut,0262-2245204,"JAWA BARAT | GARUT | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"POLIKLINIK BETHESDA MEDICAL
CENTRE",JL. CIWALEN NO. 43,"0262-242663/
238735",JAWA BARAT | GARUT | CLINIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK KIMIA
FARMA GARUT","Jl. Cimanuk No. 11A, Garut",0262-540077,"JAWA BARAT | GARUT | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. NURHAYATI,JL SUDIRMAN NO. 6 GARUT,0262-238966,JAWA BARAT | GARUT | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK KIMIA FARMA 377,JL. CIMANUK NO.11A,0262-233237,JAWA BARAT | GARUT | APOTEK | YES | NO | NO | CORPORATE | MSIG
RS MITRA PLUMBON INDRAMAYU,"Jl. By Pass Jalan Baru, Desa Ujungaris, Kec. Widasari, Kab.
Indramayu, 45271",0234-7142333,JAWA BARAT | INDRAMAYU | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS MITRA PLUMBON PATROL,"Jl. Raya Patrol Blok Ranca Ketileng, Patrol, Indramayu, 45257",0234–7490050,JAWA BARAT | INDRAMAYU | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
INDRAMAYU","JL. RAYA PEKANDANGAN(DEPAN GRIYA ASRI) BUNDERAN
MANGGA",0234-275065,"JAWA BARAT | INDRAMAYU | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RS. MM INDRAMAYU,"JL LETJEN SOEPRATPTO NO 292 KEPNADEA INDRAMAYU
JAWA BARAT",62234277632,JAWA BARAT | INDRAMAYU | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. SENTRA MEDIKA LANGUT,"Jl. Raya Pantura No.100, Langut, Kec. Lohbener, Kabupaten
Indramayu",0234 5745492,JAWA BARAT | INDRAMAYU | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSIA. IRHAMNA,JL. RAYA TERUSAN N0.01 INDRAMAYU,0234-273458,JAWA BARAT | INDRAMAYU | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK MELAWAI MALL INDRAMAYU,"Jl. Gatot Subroto, Kel. Karangmalang, Kec. Indramayu Jawa
Barat 45213",81519944357,JAWA BARAT | INDRAMAYU | OPTIC | YES | NO | NO | CORPORATE | MSIG
RSIA. AMANDA,JL. RAYA SERANG No. 83 CIKARANG,021-8971643,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"KLINIK DAN RUMAH BERSALIN
BERKAT MELIMPAH JABABEKA",KAWASAN INDUSTRI JABABEKA I Blok B No.8 CIKARANG,021-8937941/42,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
"KLINIK YAYASAN CIKARANG
MEDIKA JAYA",JL. YOS SUDARSO NO. 27 CIKARANG,021-8900129,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK & RB GRAHA BINA HUSADA,"JL. INDUSTRI SELATAN NO.1A BLOK NN 3A KAWASAN
INDUSTRI JABABEKA II CIKARANG",021-89836243,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. RIDHOKA SALMA,JL. IMAM BONJOL No. 7 GARDU SAWAH CIKARANG,021-89116527,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
KLINIK DAN RB. ANNISA IV,JL. RAYA SERANG BARU NO. 63 CIKARANG,021-89954434,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
"RS. PERMATA KELUARGA LIPPO
CIKARANG",JL. MH THAMRIN KAV 129 LIPPO CIKARANG BEKASI,021-89905588,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. KARTIKA HUSADA SETU,"KP. BURANGKENG RT 01/06 DESA BURANGKENG SETU-
BEKASI",021-82610003/4,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. METRO HOSPITALS CIKARANG,JL. ANGGREK I B2/2 RT 01/011 DESA MEKAR MUKTI,021-89835223,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RB. CMC CIKARANG,"JL. JABABEKA RAYA, KAWASAN INDUSTRI JABABEKA-
CIKARANG, BEKASI 17530",021-8934371,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. MITRA KELUARGA DELTAMAS,"JL. BOULEVARD DELTAMAS, HEGARMUKTI, KEC. CIKARANG
PUSAT",021-89978888,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RSU. DR. ABDUL RADJAK CIBITUNG,"Huda Jalan Al - Huda 1, Jl. Kp. Cikarang Jati No.61, Sukajaya,
Kec. Cibitung",021-5059777,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. MITRA MEDIKA NAROM,"JL. RAYA JATIWANGI NO.01 CIKEDOKAN, CIKARANG BARAT,
KAB. BEKASI",021-89983741,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK SEIS CHADSTONE CIKARANG,"JL RAYA CIKARANG CIBARUSAH,RUKO CIKARANG SQUARE
BLOK B12,CIKARANG SELATAN, BEKASI",021-31118023,JAWA BARAT | KAB. BEKASI | OPTIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PUTRA MEDIKA 6 SIMPUR,"JL. RAYA SERANG SETU KP.SIMPUR RT.002/RW.001, DESA
CIANTRA, KEC. CIKARANG",021-89774515,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL CIKARANG,"Ruko Sudirman Boulevard Jababeka, Jl. Cikarang Baru Raya B2 No 10, Desa/Kelurahan Mekarmukti, Kec. Cikarang Utara",8118252100,JAWA BARAT | KAB. BEKASI | DENTAL | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL GRAND WISATA,"Grand Lake Boulevard Blok, GB 1 NO.5, Kel. Lambang Jaya,
Kec. Tambun Selatan",8118065891,JAWA BARAT | KAB. BEKASI | DENTAL | YES | NO | NO | CORPORATE | MSIG
KLINIK PRATAMA UMMI NINDIRA,"PERUM ASTER BLOK A1 NO.15 TELAGA ASIH, CIKARANG
BARAT, KAB BEKASI",021-88333121,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS ALTIUS,"JL. HARAPAN INDAH BOULEVARD SEKTOR V,
DESA/KELURAHAN PUSAKA RAKYAT, KEC. TARUMAJAYA, KAB. BEKASI, PROVINSI JAWA BARAT",021-30008877,JAWA BARAT | KAB. BEKASI | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
KLINIK JB MEDICAL CENTER,"Ruko Permata Junction Blok A15, Jalan Jababeka Raya
Cikarang 1, Harja Mekar, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",021-89846023,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK BUDI ASIH VILLA MUTIARA,"Jl Villa Mutiara No19 Blok B4 Ciantra Cikarang Selatan Kab
Bekasi,Jawa Barat 17530",021-89677795,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK BUDI ASIH KOTA SERANG BARU,Jl Raya Perum Kota Serang Baru No12 Blok C71 Sukaragam Kec Serang Baru Kab Bekasi Jawa Barat 17330,81281478526,JAWA BARAT | KAB. BEKASI | CLINIC | YES | NO | NO | CORPORATE | MSIG
