nama_rumah_sakit,alamat,telp,text
HOSPITAL LA CATÓLICA,SAN ANTONIO DE GUADALUPE - GOICOECHEA,-,COSTA RICA | COSTA RICA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL SAN RAFAEL ARCÁNGEL,"100ESTE 25 SUR DE ESCUELA ASCENCIÓN ESQUIVEL, CALL",-,COSTA RICA | COSTA RICA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
POLYCLINIQUE AVICENNES,"81, BOULEVARD ACHALME, RESIDENTIAL MARCORY",-,COTE D'IVOIRE | COTE D'IVOIRE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
POLYCLINIQUE INTERNATIONALE SAINTE ANNE- MARIE,AVENUE JOSEPH BLOHOM,-,COTE D'IVOIRE | COTE D'IVOIRE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
KLINICKI BOLNICKI CENTAR- RIJEKA,KRESIMIROVA 42,-,CROATIA | CROATIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
KLINICKI BOLNICKI CENTAR RIJEKA - SUSAK,"LOKALITET SUSAK, TOME STRIZKA 3",-,CROATIA | CROATIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL CLINICO QUIRURGICO BANES,"NBANES, CUBA HOLGUIN",-,CUBA | CUBA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL GENERAL AGHOSTINO NETO,5 WEST BETWEEN 9 AND 13 NORTH CP. 95 100,-,CUBA | CUBA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CURACAO MEDICAL CENTER,"JHJ HAMELBERGWEG 193, WILLEMSTAD CURACAO",-,CURACAO | CURACAO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ST. PETER AND PAUL´S POLYCLINIC,"A. PAPADIAMANTI & ARISTOVOULOU STREET, LIMASSOL",-,CYPRUS | CYPRUS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ST. RAPHAEL PRIVATE HOSPITAL,GORDIOU DESMOU 25,35724840840,CYPRUS | LARNACA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
FAKULTNÍ NEMOCNICE MOTOL,V ÚVALU 84,-,CZECH REPUBLIC | CZECH REPUBLIC | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ÚST¿EDNÍ VOJENSKÁ NEMOCNICE ST¿E¿OVICE,U VOJENSKÉ NEMOCNICE 1200,-,CZECH REPUBLIC | CZECH REPUBLIC | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
AARHUS UNIVERSITY HOSPITAL SKEJBY,BRENDSTRUPGÅRDSVEJ 100,-,DENMARK | DENMARK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ALERIS-HAMLET HOSPITALER AARHUS,BRENDSTRUPGÅRDSVEJ 21,-,DENMARK | DENMARK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CENTRE MEDICAL DOCTEUR BRUNO DELL'AQUILA,"IMMEUBLE MOULK CENTER, AIRPORT ROAD",-,DJIBOUTI | DJIBOUTI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"JULIAN DE ARMAS, MD",3 GOODWILL RD,-,DOMINICAN | DOMINICAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
PRINCESS MARGARET HOSPITAL,"GOODWILL, ROSEAU",-,DOMINICAN | DOMINICAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL DE LOS VALLES,"AV INTEROCEANICA KM12.5 Y, AVENIDA FLORENCIA",-,ECUADOR | ECUADOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL METROPOLITANO,"CALLE B N31-190, AV. MARIANA JESUS Y AV. OCCIDENTAL",-,ECUADOR | ECUADOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
OMNI HOSPITAL,"CIUDAD DEL SOL, AV. ABEL ROMEO CASTILLO Y AV. JUAN",-,ECUADOR | ECUADOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LUXOR MEDICAL CENTER,"VILLA KAMAL, ST JOSEPH STREET, (3 MAHDY ST)",-,EGYPT | EGYPT | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CENTRO MÉDICO ESCALON,"81 AV. SUR Y CALLE JUAN JOSE, CANAS - COLONIA ESCAL",-,EL SALVADOR | EL SALVADOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL DE EMERGENCIA Y DIAGNÓSTICO ESCALON,"VILLAVICENCIO PLAZA, PASEO GENERAL ESCALÓN, COLONI",-,EL SALVADOR | EL SALVADOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"BATA, CENTRO MEDICO LA PAZ",BIYENDEM,-,EQUATORIAL GUINEA | EQUATORIAL GUINEA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"MALABO, LA PAZ MEDICAL CENTER","CARRETERA DE SIPOPO, BANEY",-,EQUATORIAL GUINEA | EQUATORIAL GUINEA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITEM - OSPEDALE ITALIANO ENTE MORALE,"BLATTA GHEBRU ABBA CEQUIN STREET, TAB'AH",-,ERITREA | ERITREA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
SEMBEL HOSPITAL,"HDAY STREET, SEMBEL HOUSING COMPLEX",-,ERITREA | ERITREA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
EAST TALLINN CENTRAL HOSPITAL,RAVI STREET 18,-,ESTONIA | ESTONIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
WEST TALLINN CENTRAL HOSPITAL,PALDISKI MNT 68,-,ESTONIA | ESTONIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
KING EDWARD VII MEMORIAL HOSPITAL,"STANLEY, FALKLAND ISLANDS FIQQ 1ZZ",-,FALKLAND ISLANDS | FALKLAND ISLANDS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
NATIONAL HOSPITAL OF THE FAROE ISLANDS,J.C. SVABOS GØTA,-,FAROE ISLANDS | FAROE ISLANDS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
OCEANIA HOSPITALS PTE LTD,"120 AMY STREET, TOORAK",-,FIJI | FIJI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
TAPPOOCITY MEDICAL CENTRE,"TAPPOOCITY LEVEL 4A, CORNER OF USHER & SCOTT STREET, P.O.BOX 953",-,FIJI | FIJI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
TERVEYSTALO KAMPPI,JAAKONKATU 3,-,FINLAND | FINLAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
TERVEYSTALO KANNELMÄKI,LAULUKUJA 4 B,-,FINLAND | FINLAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
THE AMERICAN HOSPITAL IN PARIS,"55 BD DU CHÂTEAU, 92200 NEUILLY-SUR-SEINE, FRANCE",+33 1 46 41 25 25,FRANCE | NEUILLY SUR SEINE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"CABINET MEDICAL DE TARAVAO - DR LOQUET -DR
LAFITTE","PK 60,0 COTE MONTAGNE, TARAVAO",-,FRENCH POLYNESIA | FRENCH POLYNESIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"CENTRE HOSPITALIER TERRITORIAL DE LA
POLYNÉSIE F","AVENUE DU GENERAL DE GAULLE, VILLE DE PIRAE, TAAONE, BP 1640",-,FRENCH POLYNESIA | FRENCH POLYNESIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
POLYCLINIQUE DR CHAMBRIER SOGEHO,"HOLY MOUNTAIN, RUE D'ALSACE LORRAINE",-,GABON | GABON | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
AFRICMED CLINICAL SERVICES,"BRUSUBI TURNTABLE, BRUSUBI, WEST COACH REGION",-,GAMBIA | GAMBIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
MEDICARE CLINIC,"BRUSUBI, BRUFUT HIGHWAY",-,GAMBIA | GAMBIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
AMTEL HOSPITAL,"TSINANDALI STR., 9",-,GEORGIA | GEORGIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
MEDICLUB GEORGIA,TASHKENTI STREET 22A,-,GEORGIA | GEORGIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HELIOS HOSPITAL BERLIN-BUCH,"SCHWANEBECKER CH 50, 13125 BERLIN, GERMANY",+49 30 94010,GERMANY | BERLIN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LUCCA HEALTH MEDICAL SPECIALTY CENTER,"PLOT NO.41A, AMBASSADORIAL ENCLAVE, JUSTICE E.P. SOWAH AVENUE",-,GHANA | GHANA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
NYAHO MEDICAL CENTRE,INDEPENDENCE AVENUE,-,GHANA | GHANA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ST. BERNARD'S HOSPITAL,HARBOUR VIEW ROAD,-,GIBRALTAR | GIBRALTAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
EUROCLINIC CHILDREN´S HOSPITAL,ATHANASIADOU 7,-,GREECE | GREECE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
EUROCLINIC OF ATHENS,"9, ATHANASIADOU STREET, ATHENS",-,GREECE | GREECE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ILULISSAT REGIONAL HOSPITAL,NAPPARSIMAVIUP AQQ. 4,-,GREENLAND | GREENLAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
GRENADA GENERAL HOSPITAL,"ST GEORGE'S, GRENADA, WI",-,GRENADA | GRENADA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"CENTRE HOSPITALIER UNIVERSITAIRE POINTE-A-
PITRE","ROUTE DE CHAUVEL, LES ABYMES",-,GUADELOUPE | GUADELOUPE | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
GUAM REGIONAL MEDICAL CITY (GRMC),133 BIRANDAN ROUTE 3,-,GUAM | GUAM | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ASISTENCIA MEDICA,6A. AVENIDA8-92 - ZONA 9,-,GUATEMALA | GUATEMALA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL EL PILAR,"10-17 ZONA 15, 3A CALLE",-,GUATEMALA | GUATEMALA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CLINIQUE AMBROISE PARÉ CONAKRY,"CORNICHE NORD, CAMAYENNE, COMMUNE DE DIXIN",-,GUINEA | GUINEA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CLINIQUE PASTEUR,"RUE KA: 011, COMMUNE KALOUM, MANQUEBAS",-,GUINEA | GUINEA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CLINICA DA MADRUGADA MISSION CATOLICA,ANTULA DISTRICT,-,GUINEA-BISSAU | GUINEA-BISSAU | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HONDURAS MEDICAL CENTER,AV. JUAN LINDO. COLONIA LAS MINITAS,-,HONDURAS | HONDURAS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL EUROHONDURAS,"BARRIO EL CENTRO 1ERA. CALLE AVE. ATLANTIDA, FTE.",-,HONDURAS | HONDURAS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
GLENEAGLES HONGKONG HOSPITAL,"1 NAM FUNG PATH, WONG CHUK HANG, HONG KONG",+852 3153 9000,HONG KONG | HONGKONG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HK ADVENTIST HOSPITAL HONGKONG,"40 STUBBS RD, HAPPY VALLEY, HONG KONG",+852 3651 8888,HONG KONG | HONGKONG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
FIRSTMED - FMC KFT.,"HATTYÚHÁZ, 5TH FLOOR, HATTYU UTCA 14",-,HUNGARY | HUNGARY | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
WÁBERER WALK-IN CENTER,ALKOTÁS UTCA 55-61,-,HUNGARY | HUNGARY | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
AKUREYRI HOSPITAL,EYRARLANDSVEGI,-,ICELAND | ICELAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LANDSPITALI UNIVERSITY HOSPITAL,"101 REYKJAVÍK, CAPITAL REGION, EIRIKSGATA 5",-,ICELAND | ICELAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
APOLLO HOSPITALS GREAMS ROAD CHENNAI,"21, GREAMS LANE, OFF GREAMS ROAD, CHENNAI – 600 006",+91-44-40401066,INDIA | CHENNAI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
DAY GENERAL HOSPITAL,"ABBAS-POUR STREET, VALIASR STREEET",-,IRAN | IRAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LALEH HOSPITAL,"IMAM KHOMEINI HOSPITAL COMPLEX, END OF KESHAVARZ B",-,IRAN | IRAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
IBN AL NAFIS HOSPITAL,"NEAR AL SADER HOTEL, ANDALOUS SQUEARE, RUSAFA",-,IRAQ | IRAQ | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
SHILAN PRIVATE HOSPITAL,"QAZI MUHAMMED STREET, QADA",-,IRAQ | IRAQ | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
MATER PRIVATE HOSPITAL DUBLIN,ECCLES STREET,-,IRELAND | IRELAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ST VINCENT'S UNIVERSITY HOSPITAL,"ELM PARK, MERRION ROAD",-,IRELAND | IRELAND | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LANIADO HOSPITAL/SANZ MEDICAL CENTER,KIRYAT SANZ,-,ISRAEL | ISRAEL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
YOSEFTAL MEDICAL CENTER,"DEREKH YOTAM, EILAT",-,ISRAEL | ISRAEL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
MEDICAL SERVICE FIRENZE,VIA ROMA 4,-,ITALY | ITALY | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"SPEDALI CIVILI OSPEDALE DELLA CITTA DI
BRESCIA","PIAZZALE SPEDALI CIVILI, 1",-,ITALY | ITALY | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"CENTRO DE ESPECIALIDADES MÉDICAS
FALMOUTH","FALMOUTH HISTORICAL PORT, FALMOUTH",-,JAMAICA | JAMAICA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
OMEGA MEDICAL SERVICES LTD,"SHOP #5, PLAZA DE NEGRIL, NORMAN MANLEY BLVD, NEGRIL,",-,JAMAICA | JAMAICA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
AIIKU HOSPITAL,"1 CHOME-16-10 SHIBAURA, MINATO CITY, TOKYO 105-8321, JAPAN",+81 3-6453-7300,JAPAN | TOKYO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
TOKYO MEDICAL AND SURGICAL CLINIC,"105-0011 TOKYO, MINATO CITY, SHIBAKOEN, 3 CHOME−4−30 32 BLDG 2, JAPAN",+81 3-3436-3028,JAPAN | TOKYO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"AR RADWAN, AMMAN","Ar Radwan, Amman, Jordan",96264603555,JORDAN | JORDAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"JABAL AMMAN, BETWEEN 2ND AND 3RD CIRCLE","JABAL AMMAN, BETWEEN 2ND AND 3RD CIRCLE",96264641261,JORDAN | JORDAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
GIPPOCRATES MEDICAL CENTER,ERUBAYEVA STREET 8,-,KAZAKHSTAN | KAZAKHSTAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
NATIONAL NEUROSURGICAL CENTER OF ASTANA,PROSPECT TURAN 34/1,-,KAZAKHSTAN | KAZAKHSTAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"AGA KHAN HOSPITAL, MOMBASA (AKH)","VANGA ROAD, KIZINGO",-,KENYA | KENYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
DIANI BEACH HOSPITAL,"DIANE BEACH ROAD, UKUNDA",-,KENYA | KENYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
BRITISH MEDICAL CENTER,"4 AWAD MOHAMAD AL KHUDAIR STREET, MANGAF",-,KUWAIT | KUWAIT | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ROYALE HAYAT HOSPITAL,"FACING THE 4TH RING ROAD, BLOCK 3A, JABRIYA, P.O.BOX 179, HAWALLY",-,KUWAIT | KUWAIT | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
NATIONAL HOSPITAL BISHKEK,T.MOLDO STREET 1,-,KYRGYSTAN | KYRGYSTAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
REGIONAL HOSPITAL OSH,VERKHNE-UVAMSKAYA STREET 10,-,KYRGYSTAN | KYRGYSTAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
LAO ASEAN HOSPITAL LAH,"KAMPHENGMEUANG ROAD, DONKOI VILLAGE, SISATTANAK DISTRICT",-,LAOS | LAOS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"MEDICAL COMPANY ARS, LTD",SKOLAS STREET 5,-,LATVIA | LATVIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"PAULS STRADINS CLINICAL UNIVERSITY
HOSPITAL","PILSOŅU IELA 13, ZEMGALES PRIEKŠPILSĒTA",-,LATVIA | LATVIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
BADR AL SAMAA- AL KHOUD,P. C. 121,-,LEBANON | LEBANON | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"BIKHAZI MEDICAL GROUP FOUAD KHOURY
HOSPITAL","ABDUL AZIZ STREET, HAMRA, P.O.BOX 15111",-,LEBANON | LEBANON | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"NETCARE QUEEN MAMOHATO MEMORIAL
HOSPITAL","LEPERENG, BOTSABELO",-,LESOTHO | LESOTHO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"JAHMALE MEDICAL SOLUTIONS DIAGNOSTICS
CENTER","A.B. TOLBERT ROAD, ELWA JUNCTION, PAYNESVILLE",-,LIBERIA | LIBERIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
MEDILINK TRIPOLI CLINIC,"SHARA HASI MESSAOURD, SUQ EL, GHUB, GHIRGHARESH, SEYAHEYA",-,LIBYA | LIBYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
SAINT JAMES HOSPITAL,"WESAYAT EL BDERI, BEN ASHOUR",-,LIBYA | LIBYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
JSC NORTHWAY MEDICINOS CENTRAS,STR. ZHUKAUSKO 19,-,LITHUANIA | LITHUANIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
CENTRE HOSPITALIER DE LUXEMBOURG,4 RUE BARBLE,-,LUXEMBOURG | LUXEMBOURG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
UNIVERSITY HOSPITAL OF THE MACAU,"MACAO, BLOCK H, MACAU UNIVERSITY OF SCIENCE AND TECHNOLOGY,AVENIDA WAI LONG,TAIPA, MACAU",+853 2882 1838,MACAU | MACAU | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ACIBADEM SISTINA HOSPITAL SKOPJE,SKUPI 5A,-,MACEDONIA | MACEDONIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
NEUROMEDICA SKOPJE CENTER,"JORDAN MIJALKOV BR. 62,",-,MACEDONIA | MACEDONIA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ESPACE MEDICAL,AMBODIVONA - PRES DU TANA WATERFRONT,-,MADAGASCAR | MADAGASCAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
HOSPITAL CENTER DE SOAVINANDRIANA,"6 BIS GILBERT STREET DESVALLONS, SOAVINANDRIANA",-,MADAGASCAR | MADAGASCAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ABC MISSION HOSPITAL (ABC),"KAUNDA ROAD, AREA 47, SECTOR 1",-,MALAWI | MALAWI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
ZMK MEDICAL CENTRE,"CROSS ROADS, AREA 9/363",-,MALAWI | MALAWI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
GLENEAGLES MEDINI,NO.2 JALAN MEDINI UTARA 4 MEDINI ISKANDAR ISKANDAR PUTERI 79250 JOHOR BAHRU JOHOR DARUL TAKZIM,+60 7-560 1000,MALAYSIA | JOHOR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
GLENEAGLES KOTA KINABALU,"GROUND FLOOR RADIOLOGY OFFICE, GLENEAGLES KK, RIVERSON@SEMBULAN 88100 KOTA KINABALU SABAH",+60 88-518 888,MALAYSIA | KINIBALU | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
GLENEAGLES KUALA LUMPUR,"BLOCK A & BLOCK B, 286 & 288, JALAN AMPANG, KAMPUNG BEREMBANG, 50450 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA",+603 4141 3000,MALAYSIA | KUALALUMPUR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PRINCE COURT MEDICAL CENTRE SDN. BHD.,"NO.39, JALAN KIA PENG, 50450 KUALA LUMPUR, MALAYSIA",+60 3-2160 0000,MALAYSIA | KUALALUMPUR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PANTAI HOSPITAL KUALA LUMPUR,"8, JALAN BUKIT PANTAI 59100 KUALA LUMPUR FEDERAL TERRITORY OF KUALA LUMPUR",+60 3-2296 0888,MALAYSIA | KUALALUMPUR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
SUNWAY MEDICAL CENTRE,"5, JALAN LAGOON SELATAN, BANDAR SUNWAY, 47500 PETALING JAYA, SELANGOR, MALAYSIA","+603 74911384/+603
74919191",MALAYSIA | KUALALUMPUR | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
TIMBERLAND MEDICAL CENTRE KUCHING,"LOT 5164 - 5165, BLOCK 16 KCLD 2 1/2 MILE JALAN ROCK, TAMAN TIMBERLAND 93250 KUCHING SARAWAK",+60 82-234 466,MALAYSIA | KUCHING | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PANTAI HOSPITAL AYER KEROH,"NO. 2418-1, KM 8, LEBUH AYER KEROH, 75450 MELAKA",+60 6-231 9999,MALAYSIA | MELAKA | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
GLENEAGLES PENANG,1 JALAN PANGKOR 10400 GEORGETOWN PINANG,+60 4-222 9111,MALAYSIA | PENANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
ISLAND HOSPITAL PENANG,"308 MACALISTER ROAD, GEORGE TOWN, PENANG, MALAYSIA",6042383388,MALAYSIA | PENANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PENANG ADVENTIST HOSPITAL,"465, BURMAH ROAD, PENANG, MALAYSIA",6042227200,MALAYSIA | PENANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
PANTAI HOSPITAL PENANG,"82, JALAN TENGAH, BAYAN BARU 11900 BAYAN LEPAS PENANG",+60 4-643 3888,MALAYSIA | PENANG | TIDAK DIKENAKAN COPAYMENT | CASHLESS AND REIMBURSMENT | Manulife
ADK HOSPITAL,"SOSUN MAGU, HENVEIRU (KAAFU ATOLL) 20-06",-,MALDIVES | MALDIVES | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
POLYCLINIQUE INTERNATIONAL DE BAMAKO,"RUE 18 PORTE 19 BADALA, COMMUNE 5, KOULIKORO",-,MALI | MALI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
POLYCLINIQUE PASTEUR,"HAMDALAYE ACI 2000, HOTEL NORD SUD",-,MALI | MALI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
SAINT JAMES HOSPITAL TAL -BARRANI,TRIQ TAL OTBA,-,MALTA | MALTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
SAINT JAMES HOSPITAL ZEJTUN,3 TRIQ TAL-HOTBA,-,MALTA | MALTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
