Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
764,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KLATEN,(085)643855568,"CABEKAN SENGON, PRAMBANAN, KLATEN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HANDOKO HEALTH CARE,
765,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(0817)0777921,"JL GADING SERPONG BOULEVARD, KELAPA DUA, TANGERANG
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HAPPY DENTAL SUMMARECON MALL SERPONG,
766,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7415304,"RUKO BALVIEW POINT B23, JL CIRENDEU, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HAPPY SMILE DENTAL ,
767,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(0889)08819191,"JL. RAYA KALIMALANG E7, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HAPPYTOOTH DENTAL CARE KALIMALANG,
768,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA TENGAH,KABUPATEN MIMIKA,(8124)0157924,"JL KH DEWANTARA NO 6 TIMIKA, KAB MIMIKA, TIMIKA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HARAPAN,
769,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KABUPATEN TANA TORAJA,(0823)93909300,"JL MERDEKA NO.33 MAMULLU, MAKALE-TANA TORAJA, TANA TORAJA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HARAPAN BUNDA TANA TORAJA,
770,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(077)87372056,"RUKO TAMAN NIAGA, BLOK N3, SUKAJADI, BATAM
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  HARAPAN KITA SUKAJADI,
771,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)66603325,"JL TERUSAN BANDENGAN UTARA, KOMP SOKA, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HARLIE FARMA,
772,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)6330938,"JL SURYOPRANOTO NO 2, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HARMONI OBGINOZONE HEALTH CENTRE,
773,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KABUPATEN TAPIN,(0815)45388693,"JL. LINGKAR BINUANG BARU, RT.010 RW 003, TAPIN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HARUM MEDIKA,
774,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)3509566,"JL CILAMAYA NO 46, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HATI,
775,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)88350470,"BUMI ANGGREK G10-11, KARANG SATRIA TAMBUN, BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HEALTH CARE,
776,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA CIREBON,(0231)231059,"JL SILIWANGI NO 119, CIREBON
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HEALTH DENTAL CLINIC,
777,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)9287955,"JL TEBET TIMUR DALAM NO 7, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  HEALTHLY DENT CARE,
778,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)30051608,"RUKO THE METRO UNIT 6JT, PANTAI INDAH KAPUK, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HEALTHY LIFE PIK,
779,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)50233883,"RUKO BEACH THEME PARK BLOK E, GOLF ISLAND PIK, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HELLO KIDZ PARTNER IN GLOWING,
780,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(066)690542,"GEDUNG PPMLI, JL PLUIT TIMUR RAYA LT 2, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HEMODIALISIS LIONS,
781,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)52370103,"OFFICE SUITE THAMRIN CITY LT 3, UNIT 2 JL KH MAS MANSYUR, JAKARTA PUSAT",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HENDRA HIDAYAT DENTAL CENTER,
782,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)52970102,"SAHID SUDIRMAN RESIDENCE LT. 1 UNIT 1, JL.  JEND. SUDIRMAN NO. 86 JAKARTA PUSAT",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HENDRA HIDAYAT IMPLANT CENTER,
783,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0812)22400057,"JL. BANGRENG NO.8 , TURANGGA, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HEYKAMA,
784,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KOTA SEMARANG,(0247)0785000,"JL HAWA IV/25, SEMARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HOUSE OF ULTRASOUND,
785,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU,(081)271839231,"BATUMARTA VI, KEC MADANG SUKU KAB OKU TIMUR, BATUMARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HTM II,
786,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0341)479370,"JL TUMENGGUNG SURYO 45, MALANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HUSADA PRIMA ,
787,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(8136)9014371,"JL PD KELAPA RAYA, KEC. DUREN SAWIT, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HUTAMA DENTAL CARE,
788,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KABUPATEN BADUNG,(8510)0880911,"JL BATU BELIG NO 88A SEMINYAK, KEROBOKAN KELOD,KEC KUTA UTARA, BADUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK HYDRO MEDICAL,
789,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(21- )866 03270,"JL.PENDIDIKAN  RAYA NO.33DUREN, SAWIT     , JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBIN SINA,
790,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA BALIKPAPAN,(0542)7577555,"JL MULAWARMAN NO 10, BALIKPAPAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBNU SINA BATAKAN,
791,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA BALIKPAPAN,(0542)8530220,"JL SOEKARNO HATTA NO 170, BALIKPAPAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBNU SINA KM 7,
792,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,ACEH,KABUPATEN ACEH BARAT,(0655)7551958,"JL IMAM BONJOL NO 27-28, SEUNEUBOK, MEULABOH
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBU & ANAK GRAHA UMMI,
793,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANJAR,(0265)2732353,"JL PEGADAIAN NO 17, KOTA BANJAR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBU DAN ANAK KASIH IBU BANJAR,
794,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(8528)0305675,"JL. DIPENEGORO KM.39, SETIAMEKAR, TAMBUN, BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IBU PERTIWI,
795,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7223734,"JL RADIO 3 NO 3 (KRAMAT PELA), JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IDENTALCARE,
796,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN SUKOHARJO,(0271)7792432,"JL SLAMET RIYADI KARTSURA, NO 156, SUKOHARJO
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK IIS MEDIKA,
797,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)57952151,"JL PINTU V KOMP GBK, SENAYAN, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INDONESIA SPORTS MEDICINE CENTRE,
798,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)4411281,"JL CILINCING RAYA NO 74, TANJUNG PRIOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INDOSEHAT 2003,
799,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)27514999,"JL PANGLIMA POLIM V NO 46, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INDO SPORT PHYSIOTHERAPY,
800,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BOGOR,(21-8)7912006,"JL.MAYOR OKING, NO.58A, CIRIUNG,CIBINONG,      , BOGOR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INSANI CIBINONG,
801,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN JEPARA,(0291)594354,"JL RMP SOSRO KARTONO NO 43, KECAPI TAHUNAN, JEPARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INSANI MEDICA,
802,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(254-)393 197,"Ruko Cilegon City SquareBlok, I-8, Cilegon    , CILEGON
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INSAN PRIMA,
803,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA BARAT,KOTA PADANG,(0751)811150,"JL H AGUS SALIM NO 19, SAWAHAN PADANG, SUMATERA BARAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK INTRO MEDIKA,
804,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN PURBALINGGA,(0286)476020,"JL ARGANDARU NO 3, BUKATEJA, PURBALINGGA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ISLAM SITI CHOTIDJAH,
805,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7458195,"JL MALEO RAYA BLOK JE 8/9, BINTARO, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JAKARTA BOUTIQUE DENTAL CENTER,
806,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(2172)11166,"JL. KH AHMAD DAHLAN NO.41, KEBAYORAN BARU-JAKSEL, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JAKARTA DENTAL SPECIALIST,
807,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)22720830,"JL. KEMANG TIMUR NO.21, BANGKA PELA, MAMPANG, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JAKARTA JOINT CENTER,
808,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)2532688,"RUKAN PERMATA SENAYAN, BLOK F 8-9, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JAKARTA VARICES CLINIC (JVC),
809,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(0267)410170,"JL TARUMANAGARA NO 2 GEMPOL, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JANTUNG DR HERMANTONI,
810,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN INDRAMAYU,(0234)5501850,"JL RAYA LANGUT KM 150, LOHBENER, INDRAMAYU",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JANTUNG HASNA MEDIKA INDRAMAYU,
811,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0222)0454500,"JL DAYANG SUMBI NO 10, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JASMINE MQ MEDIKA,
812,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(21-9)8496234,"KOMP. BUMI JATI ELOKBLOK, A I NO JL. RAYA LEGOK-PARUNG, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JATI ELOK,
813,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0224)264255,"JL SUNDA NO 75, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JAYA SENTOSA,
814,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BEKASI,(21-8)9846023,"Shop House Permata JunctionBlok, B A-15 JABABEKA 1 CIKARANG , CIKARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JB MEDICAL CENTER,
815,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(021)54365638,"PERUM.TAMAN SURYA III BLOKF/63, CENGKARENG     , JAKARTA BARAT",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JESSLYN MEDICAL CENTER,
816,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)4248843,"JL PERCETAKAN NEGARA NO 21, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JOHAR MEDIKA,
817,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)5278954,"JL PROF DR SALNO KAV C 4/9, KUNINGAN TIMUR, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JOSOPRAWIRO,
818,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KABUPATEN SLEMAN,(8770)0016357,"KALIURANG ST KM.5 NO.21, SLEMAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JOY DENTAL KALIURANG,
819,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(31-5)616780,"JL. JOYOBOYO 49-51 SURABAYA,      , SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JOYOBOYO PRIMA,
820,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7228127,"JL SULTAN ISKANDAR MUDA NO 66A, KEBAYORAN LAMA, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JRC,
821,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KOTA JAMBI,(0741)3063412,"JL KOL POL M THAHER NO.86, PAKUAN BARU, JAMBI SEL., JAMBI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JRC (JAMBI REHABILITATION CENTRE),
822,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA CIREBON,(0813)21161441,"PABUARAN KIDUL, KEC. PABUARAN, CIREBON
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK JUHAERIAH MEDICAL CENTRE,
823,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)5731004,"SENTRAL SENAYAN I GROUND, MEZZANINE FLOOR,JL ASIA AFRIKA, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KAIKOUKAI,
824,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)5731004,"SENTRAL SENAYAN I GROUND FLOOR, JL ASIA AFRIKA NO 8 SENAYAN, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KAKOUKAI SENAYAN,
825,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(081)221416588,"KPAD SEJAHTERA BLOK B, NO IV PADALARANG, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KANYAAH RITA HARIS,
826,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BOGOR,(025)18641490,"DESA KARACAK LEUWILIANG, BOGOR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK  KARACAK MEDIKA,
827,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BANYUWANGI,(0333)415476,"JL MT HARYONO 11, BANYUWANGI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KAREL ANGGREK SP.A,
828,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(21-7)371987,"JL. WR SUPRATMAN NO.25RENGAS, CIPUTAT TIMUR, TANGERANG SELATAN  , TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KARTIKA,
829,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)89104266,JL. GATOT SUBROTO NO. 37 RT.003/002 KEL. CIKARANG - BEKASI,YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KARUNIA MEDIKA CENTER,
830,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)5963001,"JL. RAYA SERANG KM. 14.8, RUKO, CIKUPA BLOK B NO.21-23, CIKUPA, TANGERANG",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KARUNIA SEHAT,
831,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0616)620126,"JL KARYA NO 98A, MEDAN, SUMATERA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KARYA,
832,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(0217)0354497,"JL RAYA LEUWINANGGUNG NO 3A, CIMANGGIS, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KASIH BUNDA MEDIKA,
833,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,RIAU,KOTA PEKANBARU,(8153)0002050,"JL TEUKU UMAR NO 21D, PEKANBARU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KASIH BUNDA PEKANBARU,
834,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0228)7781874,"JL KOLONEL MASTURI NO 126, CIMAHI, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KASIH IBU CIMAHI,
835,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KABUPATEN TANAH BUMBU,(8151)0336161,"DESA MAKMUR MULIA, SATUI, TANAH BUMBU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KASIH IBU DENTAL CARE,
836,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)78835829,"KAV POLRI AMPERA RAYA, JL A NO 36, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KAVPOLA DENTAL CARE,
837,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(31-7)663816,"JL.GRIYA KEBRAON BLOK FANO.37,      , SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KEBRAON,
838,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(2122)734829,"JL. CEGER RAYA NO.97, PD. KARY, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KEHAMILAN SEHAT CEGER,
839,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(7784)800746,"KOMP. BANDAR SRIMAS, BLOK A NO 25, BATAM
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KELUARGA KITA,
840,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(2143)72707,"JL. KRAMAT JAYA 1B, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KELUARGA MULIA,
841,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)83705653,"JL PALBATU IV NO 17, TEBET, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK KELUARGA TEBET,
